id,longitude,latitude,eating,nature,community,walking,sightseeing,avg_comfort_score,avg_comfort_eating,avg_comfort_nature,avg_comfort_community,avg_comfort_walking,avg_comfort_sightseeing
1159,103.825,1.275,18,1,12,6,10,0.5872552,0.5989769,0.56556594,0.6262316,0.5507377,0.61617285
1160,103.825,1.28,12,0,13,1,1,0.542948,0.52994066,0.0,0.5668533,0.47450408,0.7167784
1161,103.825,1.285,12,1,3,0,3,0.60826635,0.59968174,0.0,0.5663391,0.0,0.64331174
1162,103.825,1.29,12,4,2,7,3,0.57761306,0.5501939,0.51135993,0.5721468,0.63248724,0.59746903
1163,103.825,1.295,1,1,3,2,1,0.64201415,0.6801304,0.66234654,0.69678783,0.6237667,0.46766302
1164,103.825,1.3,1,0,0,14,5,0.5664031,0.0,0.0,0.0,0.5598832,0.575531
1165,103.825,1.305,3,2,2,1,1,0.63599336,0.7013343,0.62985635,0.61468005,0.67301923,0.6608742
1166,103.825,1.31,6,1,0,3,1,0.6755748,0.7453991,0.7578736,0.0,0.65255964,0.46387225
1167,103.825,1.315,5,4,3,6,4,0.5919198,0.60642123,0.59623665,0.52203584,0.6527835,0.5410567
1168,103.825,1.32,26,2,11,4,13,0.5921086,0.5810033,0.6686523,0.5918588,0.6776889,0.5980958
1169,103.825,1.325,1,3,1,5,2,0.58742183,0.0,0.4755791,0.5050383,0.6180863,0.7409904
1170,103.825,1.33,1,2,0,0,2,0.5556919,0.51162094,0.57866186,0.0,0.0,0.5547574
1171,103.825,1.335,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1172,103.825,1.34,1,2,1,0,11,0.5416141,0.46680537,0.58105755,0.60041314,0.0,0.53887403
1173,103.825,1.345,1,0,3,0,2,0.5907647,0.58651227,0.0,0.5772522,0.0,0.60198736
1174,103.825,1.35,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1175,103.825,1.355,5,11,1,4,9,0.6125472,0.5652127,0.6430513,0.7477482,0.63531625,0.5812844
1176,103.825,1.36,2,0,3,8,0,0.7505365,0.77273566,0.0,0.70223784,0.77273566,0.0
1177,103.825,1.365,3,4,1,2,9,0.5938291,0.6045933,0.5764231,0.73549485,0.49670726,0.5669897
1178,103.825,1.37,6,5,4,13,14,0.6555664,0.7553103,0.5945117,0.6961986,0.6198955,0.63542926
1179,103.825,1.375,3,11,0,1,11,0.57827413,0.48228136,0.5277412,0.0,0.5078171,0.630008
1180,103.825,1.38,10,5,1,1,5,0.6343252,0.619609,0.66423774,0.6338764,0.0,0.55212647
1181,103.825,1.385,4,0,1,5,1,0.6366279,0.61198086,0.0,0.6582927,0.6158384,0.565945
1182,103.825,1.39,8,4,4,2,0,0.620134,0.66553473,0.5744927,0.7129001,0.6357942,0.0
1183,103.825,1.395,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1184,103.825,1.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1185,103.825,1.405,5,3,4,6,11,0.60278976,0.6182782,0.5284334,0.59437454,0.56247663,0.6278427
1186,103.825,1.41,4,6,2,3,1,0.54367584,0.56312895,0.5416541,0.56229407,0.54514676,0.47184312
1187,103.825,1.415,11,4,7,2,1,0.61447835,0.58559805,0.5960229,0.66593593,0.34996882,0.66992164
1188,103.825,1.42,8,1,1,4,6,0.5763091,0.5598796,0.5885989,0.74881774,0.63656926,0.575226
1189,103.825,1.425,23,0,6,3,2,0.61560005,0.61209077,0.0,0.65951747,0.5658584,0.69537306
1190,103.825,1.43,32,3,1,2,0,0.61413074,0.6331658,0.58425635,0.4742617,0.59295535,0.0
1191,103.825,1.435,16,2,6,13,3,0.60642475,0.6195024,0.7129073,0.5812885,0.6525377,0.5665598
1192,103.825,1.44,14,1,6,6,0,0.63628507,0.60143006,0.65188587,0.61569756,0.62392277,0.0
1193,103.825,1.445,4,2,1,1,1,0.6534913,0.63938427,0.5906917,0.77152634,0.71786726,0.44875285
1194,103.825,1.45,1,0,2,0,0,0.57524264,0.6996528,0.0,0.50740266,0.0,0.0
1195,103.825,1.455,1,0,14,15,5,0.6351391,0.55620646,0.0,0.67748547,0.62109363,0.5464846
1196,103.825,1.46,0,0,0,0,0,0.5990503,0.0,0.0,0.0,0.0,0.0
1197,103.83,1.245,2,2,0,11,2,0.60053813,0.5696274,0.5880754,0.0,0.6094009,0.56046414
1198,103.83,1.25,3,3,5,16,6,0.6374783,0.6831481,0.56770885,0.6334678,0.6294037,0.70742685
1199,103.83,1.26,0,0,15,18,12,0.5728217,0.0,0.0,0.5874409,0.5430866,0.59545606
1200,103.83,1.27,17,0,7,4,0,0.5730269,0.53271085,0.0,0.5531716,0.6803185,0.0
1201,103.83,1.275,2,1,9,8,3,0.5691479,0.5785173,0.6221795,0.5322625,0.5674917,0.56789935
1202,103.83,1.28,5,5,1,2,4,0.59928805,0.5424772,0.58698857,0.7670086,0.6538851,0.7266921
1203,103.83,1.285,0,0,0,0,1,0.62092376,0.0,0.0,0.0,0.0,0.6948745
1204,103.83,1.29,17,0,10,4,8,0.58248705,0.5790123,0.0,0.5229217,0.49846965,0.68358
1205,103.83,1.295,7,1,5,4,2,0.6415999,0.6890746,0.66117,0.6412785,0.67357016,0.73513275
1206,103.83,1.3,11,1,5,6,2,0.6012973,0.58617103,0.65693575,0.5468314,0.65245855,0.7084425
1207,103.83,1.305,20,1,3,0,4,0.62180907,0.61881053,0.5181301,0.6236547,0.0,0.81659144
1208,103.83,1.31,5,0,8,1,3,0.6045504,0.56812334,0.0,0.6174265,0.6141224,0.511538
1209,103.83,1.315,11,4,3,2,4,0.61481476,0.6161825,0.71394473,0.5253879,0.61252844,0.6594704
1210,103.83,1.32,0,0,0,6,1,0.60740227,0.0,0.0,0.0,0.60879326,0.0
1211,103.83,1.325,5,0,4,3,3,0.7135877,0.65439713,0.0,0.75608826,0.57745135,0.7439844
1212,103.83,1.33,11,1,4,2,2,0.587521,0.59337217,0.545015,0.6674128,0.35437697,0.5980871
1213,103.83,1.335,4,0,15,0,3,0.60338527,0.64320016,0.0,0.6241323,0.0,0.51278716
1214,103.83,1.34,0,10,0,3,7,0.60318667,0.0,0.59766716,0.0,0.6250732,0.61531025
1215,103.83,1.345,0,0,0,2,1,0.6678657,0.0,0.0,0.0,0.6934856,0.6166258
1216,103.83,1.35,11,14,2,5,7,0.62177396,0.5686856,0.65033334,0.60969716,0.60242707,0.6411899
1217,103.83,1.355,18,0,3,0,0,0.61898917,0.6194869,0.0,0.61633426,0.0,0.0
1218,103.83,1.36,5,1,1,7,1,0.6605256,0.69333756,0.66769046,0.66064936,0.62625587,0.0
1219,103.83,1.365,1,1,6,14,4,0.6477602,0.64802116,0.5750566,0.7156422,0.6017425,0.6622025
1220,103.83,1.37,5,3,1,3,1,0.623285,0.6488565,0.68995357,0.46847153,0.6815854,0.29080883
1221,103.83,1.375,21,1,15,7,5,0.601132,0.5747458,0.7997538,0.60500216,0.5819289,0.6515312
1222,103.83,1.38,6,2,6,8,4,0.65087944,0.6274683,0.2927605,0.69042486,0.6692692,0.6703471
1223,103.83,1.385,3,0,4,5,1,0.5999876,0.58570236,0.0,0.5047181,0.6255761,0.9172123
1224,103.83,1.39,3,0,5,3,6,0.5625976,0.5653899,0.0,0.6144048,0.5003996,0.5137977
1225,103.83,1.395,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1226,103.83,1.4,1,0,0,0,0,0.6831977,0.6831977,0.0,0.0,0.0,0.0
1227,103.83,1.405,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1228,103.83,1.41,4,2,2,7,20,0.5575433,0.65186816,0.6097789,0.6153873,0.56491685,0.5239429
1229,103.83,1.415,10,1,4,4,5,0.64383066,0.65405476,0.41821754,0.5904475,0.67983675,0.64719224
1230,103.83,1.42,12,1,5,3,3,0.6141527,0.6022447,0.6290314,0.64582646,0.67924875,0.6092731
1231,103.83,1.425,6,0,1,0,3,0.6288682,0.585804,0.0,0.0,0.0,0.70575315
1232,103.83,1.43,4,0,8,4,0,0.6351465,0.6817773,0.0,0.64289856,0.6474326,0.0
1233,103.83,1.435,16,6,2,2,1,0.611359,0.6889175,0.51936907,0.5714662,0.6500222,0.57723314
1234,103.83,1.44,8,1,10,19,4,0.62720937,0.5958924,0.64027846,0.6795124,0.6140955,0.6529659
1235,103.83,1.445,1,0,4,5,0,0.61444664,0.6380285,0.0,0.5864171,0.626548,0.0
1236,103.83,1.45,14,4,9,2,5,0.6155344,0.63538855,0.6409317,0.59913844,0.6613889,0.64609706
1237,103.83,1.455,5,4,1,5,3,0.62306696,0.6063837,0.6035012,0.66460544,0.67878574,0.6292289
1238,103.83,1.46,0,0,0,2,3,0.6050583,0.0,0.0,0.0,0.5789349,0.62247396
1239,103.83,1.465,1,1,1,3,4,0.5425193,0.0,0.49828592,0.44864953,0.5863152,0.5721253
1240,103.835,1.24,4,4,1,7,6,0.60792285,0.5809563,0.59566325,0.0,0.62122023,0.62276167
1241,103.835,1.245,7,2,3,5,5,0.6722126,0.62040627,0.7026464,0.69380015,0.70659524,0.8041286
1242,103.835,1.25,1,0,0,0,2,0.6534045,0.6660428,0.0,0.0,0.0,0.0
1243,103.835,1.26,2,0,1,5,1,0.6490689,0.6825054,0.0,0.62954724,0.6397876,0.5085031
1244,103.835,1.27,1,2,13,8,7,0.639028,0.0,0.6253661,0.7214541,0.6208356,0.65714246
1245,103.835,1.275,7,1,5,1,4,0.5918897,0.62310725,0.67483085,0.5733924,0.49781588,0.60152274
1246,103.835,1.28,16,2,13,3,5,0.5798383,0.5898739,0.6060691,0.55356807,0.6168094,0.5186528
1247,103.835,1.285,14,0,1,0,1,0.65820897,0.69338745,0.0,0.6824118,0.0,0.5470505
1248,103.835,1.29,7,0,2,0,3,0.6877622,0.67507195,0.0,0.0,0.0,0.6076157
1249,103.835,1.295,10,3,5,3,8,0.61358744,0.5686859,0.685638,0.5898875,0.53912336,0.6031025
1250,103.835,1.3,11,3,7,4,4,0.6010935,0.6004932,0.70551974,0.55534726,0.6844653,0.6033946
1251,103.835,1.305,7,1,3,0,3,0.5802811,0.5360243,0.6753047,0.65553194,0.0,0.0
1252,103.835,1.31,15,1,6,0,4,0.61710435,0.61954504,0.7500025,0.60401994,0.0,0.56083477
1253,103.835,1.315,5,2,18,2,3,0.6184036,0.67822015,0.67293525,0.57744086,0.6562396,0.75942516
1254,103.835,1.32,12,1,7,6,2,0.58800185,0.58340895,0.0,0.58308065,0.54080254,0.6850616
1255,103.835,1.325,3,4,2,0,1,0.6392683,0.63073826,0.6609237,0.59474075,0.0,0.5760445
1256,103.835,1.33,0,1,0,0,1,0.74449074,0.0,0.76071733,0.0,0.0,0.66964376
1257,103.835,1.335,1,10,7,18,4,0.5324851,0.7099542,0.5947944,0.4774879,0.52679837,0.61813116
1258,103.835,1.34,1,14,0,7,11,0.6132344,0.5746289,0.5652921,0.0,0.5855213,0.6376374
1259,103.835,1.345,0,1,0,2,0,0.5287255,0.0,0.58651215,0.0,0.49983218,0.0
1260,103.835,1.35,16,0,4,1,2,0.66625464,0.6672671,0.0,0.6681577,0.6588897,0.70023394
1261,103.835,1.355,3,1,1,1,3,0.63413626,0.6422105,0.0,0.3369887,0.85601634,0.6607435
1262,103.835,1.36,12,4,3,2,11,0.56138384,0.58289135,0.51468074,0.5841391,0.5617177,0.53664
1263,103.835,1.365,1,0,0,1,0,0.5261458,0.54931325,0.0,0.0,0.37140837,0.0
1264,103.835,1.37,25,5,6,4,8,0.5727085,0.55523956,0.52571356,0.5456594,0.62031233,0.64931905
1265,103.835,1.375,9,1,7,20,6,0.5747459,0.6290125,0.4370896,0.5628333,0.56791776,0.6294672
1266,103.835,1.38,3,0,2,4,1,0.68702126,0.7314028,0.0,0.62705624,0.0,0.673807
1267,103.835,1.385,3,0,4,4,3,0.68042684,0.8310234,0.0,0.60777074,0.64205366,0.64845586
1268,103.835,1.39,15,3,8,8,2,0.6403627,0.6231928,0.65842944,0.65872043,0.67420495,0.4770605
1269,103.835,1.395,1,5,9,4,7,0.60378855,0.4783629,0.65806174,0.6165286,0.58596003,0.5996558
1270,103.835,1.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1271,103.835,1.405,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1272,103.835,1.41,3,6,6,12,18,0.5705997,0.5376046,0.5423943,0.6298925,0.62058794,0.563472
1273,103.835,1.415,5,0,2,1,0,0.627449,0.62758374,0.0,0.54410386,0.68958604,0.0
1274,103.835,1.42,2,0,3,11,1,0.63729376,0.5192978,0.0,0.72663736,0.65103775,0.61783993
1275,103.835,1.425,30,0,4,0,0,0.6325132,0.62741196,0.0,0.6391936,0.0,0.0
1276,103.835,1.43,6,0,7,2,0,0.61018234,0.5235265,0.0,0.69320387,0.63233554,0.0
1277,103.835,1.435,29,3,10,6,5,0.60122925,0.59951955,0.63647825,0.5630408,0.6817869,0.5418206
1278,103.835,1.44,4,2,7,3,2,0.5653637,0.595572,0.624102,0.5787844,0.46254006,0.5955157
1279,103.835,1.445,0,0,2,2,0,0.59901875,0.0,0.0,0.7382472,0.47551006,0.0
1280,103.835,1.45,0,0,0,1,0,0.52642107,0.0,0.0,0.0,0.52642107,0.0
1281,103.835,1.455,13,1,5,4,6,0.60781884,0.5911385,0.0,0.6384402,0.5667555,0.56206894
1282,103.835,1.46,0,4,4,11,6,0.5876323,0.0,0.5886577,0.56276065,0.56235063,0.5800289
1283,103.84,1.245,1,0,6,9,5,0.6276852,0.57506084,0.0,0.58587706,0.6009034,0.6834523
1284,103.84,1.25,6,2,4,3,5,0.61662674,0.64964324,0.4281584,0.6190153,0.631474,0.6672519
1285,103.84,1.26,0,0,0,1,1,0.6298966,0.0,0.0,0.0,0.6072496,0.58651227
1286,103.84,1.27,4,2,0,2,7,0.67921275,0.6307236,0.70838577,0.0,0.5827163,0.7110583
1287,103.84,1.275,17,8,7,8,6,0.6127318,0.6030813,0.6236443,0.60990816,0.6469916,0.6108134
1288,103.84,1.28,17,3,4,5,1,0.57324064,0.60153115,0.6002008,0.5212888,0.61690694,0.5028672
1289,103.84,1.285,5,3,3,1,8,0.58675164,0.59030837,0.47413635,0.55255324,0.75207937,0.5723429
1290,103.84,1.29,19,1,6,5,5,0.59674245,0.61587447,0.58651215,0.6166698,0.62175477,0.5735399
1291,103.84,1.295,34,2,19,3,4,0.6129797,0.61201453,0.61012965,0.5875383,0.50899273,0.71223813
1292,103.84,1.3,13,0,5,0,2,0.60281324,0.61923957,0.0,0.6109012,0.0,0.67211026
1293,103.84,1.305,2,3,5,1,6,0.63836384,0.6910259,0.66970074,0.6880385,0.5890184,0.63760054
1294,103.84,1.31,15,1,6,8,7,0.62104213,0.6077139,0.5414064,0.67396235,0.64694947,0.60704976
1295,103.84,1.315,22,1,8,0,8,0.618276,0.62608624,0.5020247,0.60211086,0.0,0.61618435
1296,103.84,1.32,15,0,3,1,5,0.5796683,0.5510923,0.0,0.56833696,0.3958824,0.0
1297,103.84,1.325,0,1,6,2,0,0.5224352,0.0,0.6417972,0.5120582,0.64597195,0.0
1298,103.84,1.33,3,3,5,1,4,0.5641761,0.48212203,0.6373343,0.64471626,0.42753807,0.5016064
1299,103.84,1.335,4,0,0,3,0,0.6868179,0.72378016,0.0,0.0,0.6880455,0.0
1300,103.84,1.34,0,0,1,5,2,0.48835325,0.0,0.0,0.0,0.5095374,0.0
1301,103.84,1.345,0,0,1,0,0,0.6823264,0.0,0.0,0.7627975,0.0,0.0
1302,103.84,1.35,12,1,1,2,4,0.63337654,0.63240945,0.7506263,0.8158802,0.58592445,0.5790036
1303,103.84,1.355,4,1,0,6,8,0.57957953,0.62331814,0.42435238,0.0,0.585765,0.6140242
1304,103.84,1.36,4,5,0,0,2,0.63936335,0.6885152,0.6202642,0.0,0.0,0.6396723
1305,103.84,1.365,1,1,0,3,2,0.5876938,0.58995694,0.33259693,0.0,0.52085054,0.7591162
1306,103.84,1.37,4,5,4,5,11,0.61078477,0.6834122,0.60566443,0.54601,0.6538437,0.5944869
1307,103.84,1.375,9,1,2,4,9,0.6236655,0.67697054,0.44424903,0.72432196,0.64021206,0.5648706
1308,103.84,1.38,17,0,7,6,5,0.6164272,0.6050334,0.0,0.61246055,0.57720405,0.646701
1309,103.84,1.385,5,0,2,3,2,0.62442106,0.6394924,0.0,0.5978554,0.6943577,0.5547299
1310,103.84,1.39,0,0,5,1,1,0.6240422,0.0,0.0,0.7040336,0.52782154,0.45664915
1311,103.84,1.395,0,0,3,0,0,0.65406424,0.0,0.0,0.7698698,0.0,0.0
1312,103.84,1.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1313,103.84,1.405,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1314,103.84,1.41,4,0,3,0,0,0.56098765,0.64925337,0.0,0.5763925,0.0,0.0
1315,103.84,1.415,2,0,13,3,1,0.6625201,0.6128726,0.0,0.6674418,0.66505796,0.70626426
1316,103.84,1.42,1,0,1,0,4,0.6339567,0.55890214,0.0,0.60053504,0.0,0.6655422
1317,103.84,1.425,4,0,4,7,1,0.58714294,0.6028175,0.0,0.6634087,0.4967449,0.7892628
1318,103.84,1.43,8,10,13,7,2,0.5971008,0.6194543,0.60043406,0.5974575,0.63454163,0.6955016
1319,103.84,1.435,11,1,16,0,0,0.6238554,0.6597359,0.7068165,0.6219499,0.0,0.0
1320,103.84,1.44,17,1,5,1,1,0.64172703,0.6417416,0.6588607,0.6162006,0.5927267,0.63412035
1321,103.84,1.445,0,0,1,1,1,0.607136,0.0,0.0,0.61908674,0.60582525,0.5039834
1322,103.84,1.45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1323,103.84,1.455,5,2,3,6,7,0.6095913,0.6681712,0.66007555,0.60182333,0.56960374,0.5638022
1324,103.84,1.46,4,0,0,0,2,0.6002893,0.6270997,0.0,0.0,0.0,0.54950064
1325,103.845,1.25,5,6,2,4,7,0.64962226,0.6488925,0.55335027,0.63573986,0.7761871,0.66448784
1326,103.845,1.27,2,2,11,19,4,0.6082532,0.6142246,0.58651227,0.59791255,0.604347,0.64039004
1327,103.845,1.275,16,1,9,5,7,0.63619405,0.6048583,0.5884116,0.6361449,0.5747034,0.6658987
1328,103.845,1.28,34,0,1,0,1,0.61454993,0.6062955,0.0,0.5979349,0.0,0.6416342
1329,103.845,1.285,21,1,1,3,4,0.59002036,0.5743379,0.0,0.55433476,0.61639625,0.6834229
1330,103.845,1.29,12,0,3,5,10,0.6182012,0.6158593,0.0,0.73512274,0.6044148,0.6658696
1331,103.845,1.295,0,6,1,19,7,0.6078378,0.0,0.67965245,0.5831543,0.60410506,0.6859615
1332,103.845,1.3,37,0,2,1,0,0.60231173,0.61215585,0.0,0.7153857,0.52213067,0.0
1333,103.845,1.305,4,9,8,8,9,0.59620225,0.47977984,0.6172893,0.6366555,0.5593232,0.61752915
1334,103.845,1.31,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1335,103.845,1.315,2,6,6,3,4,0.6352928,0.6777437,0.6387246,0.60398114,0.5935232,0.58563894
1336,103.845,1.32,8,0,15,9,5,0.5780332,0.6057404,0.0,0.55843794,0.57213616,0.5847733
1337,103.845,1.325,16,2,7,0,4,0.5779481,0.5657733,0.47084522,0.55860895,0.0,0.55552495
1338,103.845,1.33,7,3,8,12,11,0.59609544,0.58881176,0.686416,0.4668444,0.6248274,0.5466235
1339,103.845,1.335,23,2,6,3,8,0.59354323,0.610814,0.0,0.60646373,0.57785845,0.52705747
1340,103.845,1.34,11,2,7,9,10,0.5880524,0.6755016,0.7042718,0.53068066,0.57486033,0.5564222
1341,103.845,1.345,12,2,5,4,5,0.59182316,0.62413806,0.5044241,0.5569797,0.6130197,0.5601879
1342,103.845,1.35,12,1,10,14,10,0.6173575,0.6593788,0.5172898,0.64971566,0.6000398,0.558888
1343,103.845,1.355,1,6,8,9,2,0.6056338,0.52708447,0.57670224,0.6061481,0.6146177,0.0
1344,103.845,1.36,15,1,11,2,6,0.59053206,0.63189286,0.5641902,0.60582745,0.49169323,0.55489606
1345,103.845,1.365,11,5,3,0,9,0.6300704,0.6277516,0.5826453,0.6320121,0.0,0.67454827
1346,103.845,1.37,6,0,12,2,1,0.60615057,0.6434652,0.0,0.5884207,0.62162036,0.68198884
1347,103.845,1.375,26,0,12,1,0,0.6325569,0.60863996,0.0,0.67848223,0.7403741,0.0
1348,103.845,1.38,6,0,1,6,0,0.587365,0.67409754,0.0,0.0,0.48317188,0.0
1349,103.845,1.385,4,0,1,3,2,0.6015343,0.59158695,0.0,0.75814074,0.69646114,0.53992194
1350,103.845,1.39,18,0,6,1,2,0.56292933,0.5748196,0.0,0.62974685,0.6141163,0.40260503
1351,103.845,1.395,2,0,1,0,3,0.5538656,0.6054601,0.0,0.5533689,0.0,0.5982291
1352,103.845,1.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1353,103.845,1.405,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1354,103.845,1.41,3,0,2,4,0,0.63516915,0.45935127,0.0,0.70132184,0.58667696,0.0
1355,103.845,1.415,3,2,0,7,9,0.6166885,0.6143355,0.64016914,0.0,0.57668334,0.5962685
1356,103.845,1.42,12,1,16,1,3,0.61194044,0.6165123,0.54230845,0.60942477,0.5239243,0.47209036
1357,103.845,1.425,31,0,3,3,1,0.6443597,0.6459154,0.0,0.6436338,0.76573384,0.0
1358,103.845,1.43,5,6,15,5,3,0.5677531,0.5954937,0.55170524,0.5776269,0.5538649,0.58887476
1359,103.845,1.435,5,1,8,4,0,0.610062,0.5930338,0.52625346,0.64791334,0.60361314,0.0
1360,103.845,1.44,11,1,6,2,0,0.6411454,0.68808246,0.70220244,0.5476138,0.6691226,0.0
1361,103.845,1.445,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1362,103.845,1.45,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1363,103.845,1.455,6,0,1,0,3,0.6316135,0.6070396,0.0,0.53982586,0.0,0.72288704
1364,103.85,1.265,1,2,10,7,0,0.4626938,0.43683124,0.45041057,0.47742575,0.45346692,0.0
1365,103.85,1.27,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1366,103.85,1.275,5,0,2,3,4,0.63685036,0.5705192,0.0,0.5239922,0.6271296,0.633279
1367,103.85,1.28,18,8,2,6,6,0.61873937,0.61831504,0.6742173,0.57689536,0.56975335,0.63600564
1368,103.85,1.285,33,1,15,4,5,0.60054576,0.58985794,0.7541149,0.5808483,0.5986705,0.722309
1369,103.85,1.29,2,2,3,11,18,0.6449831,0.7228288,0.645867,0.55574155,0.6379268,0.6512335
1370,103.85,1.295,7,4,0,3,8,0.6582582,0.6553898,0.67026204,0.0,0.61649615,0.76007545
1371,103.85,1.3,23,0,11,5,1,0.5942659,0.57954013,0.0,0.62302595,0.60336894,0.52210563
1372,103.85,1.305,2,0,2,5,0,0.6191023,0.6068035,0.0,0.5605108,0.6024312,0.0
1373,103.85,1.31,3,1,1,0,4,0.5957406,0.63404995,0.60087013,0.6034348,0.0,0.5848163
1374,103.85,1.315,29,3,7,5,5,0.60786164,0.6372734,0.5443743,0.5367118,0.5981577,0.5700585
1375,103.85,1.32,16,2,8,2,1,0.56432366,0.6210264,0.4307238,0.590501,0.6824075,0.0
1376,103.85,1.325,23,3,7,4,6,0.5808762,0.5749691,0.4963484,0.586319,0.58337325,0.6271539
1377,103.85,1.33,12,0,3,7,6,0.6434234,0.6479996,0.0,0.4971119,0.6929886,0.6026312
1378,103.85,1.335,15,2,12,3,5,0.58443916,0.64980656,0.6449401,0.52223015,0.63184655,0.58492255
1379,103.85,1.34,12,13,4,7,1,0.6069723,0.6440357,0.6200397,0.44611204,0.61735445,0.58644354
1380,103.85,1.345,4,0,1,3,1,0.6427913,0.6801731,0.0,0.5383715,0.6126057,0.6882403
1381,103.85,1.35,20,0,9,2,2,0.6157665,0.622041,0.0,0.60125756,0.64586794,0.65220016
1382,103.85,1.355,23,0,8,3,0,0.6708119,0.68171597,0.0,0.5225283,0.56648964,0.0
1383,103.85,1.36,1,9,1,9,5,0.6002539,0.0,0.5828265,0.528815,0.5879778,0.6438983
1384,103.85,1.365,6,2,2,1,4,0.58924085,0.65978926,0.6171572,0.51052034,0.5840224,0.6843183
1385,103.85,1.37,7,2,5,6,5,0.6237939,0.62084305,0.55082643,0.60581654,0.70444643,0.5629047
1386,103.85,1.375,16,0,2,0,0,0.59769523,0.6015611,0.0,0.4369824,0.0,0.0
1387,103.85,1.38,4,3,5,5,2,0.58888453,0.58668447,0.66089594,0.62920177,0.48420405,0.53403187
1388,103.85,1.385,2,0,0,0,0,0.65352726,0.56383044,0.0,0.0,0.0,0.0
1389,103.85,1.39,16,0,4,1,2,0.6236128,0.6453816,0.0,0.5832587,0.6434857,0.55743086
1390,103.85,1.395,6,2,4,0,10,0.5608136,0.5822746,0.5299634,0.64153886,0.0,0.5245459
1391,103.85,1.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1392,103.85,1.405,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1393,103.85,1.41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1394,103.85,1.415,7,5,11,6,3,0.5738534,0.56056833,0.4105122,0.6074905,0.5615013,0.58651227
1395,103.85,1.42,3,3,1,3,6,0.5805538,0.6491224,0.5369288,0.2761628,0.6334583,0.6040683
1396,103.85,1.425,3,1,3,5,1,0.6257734,0.5665552,0.5231469,0.5949182,0.6935358,0.6486993
1397,103.85,1.43,0,1,2,0,1,0.67725337,0.0,0.6434339,0.65851045,0.0,0.7525731
1398,103.85,1.435,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1399,103.85,1.44,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1400,103.85,1.445,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1401,103.85,1.455,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1402,103.855,1.275,4,1,6,5,8,0.66121656,0.6045842,0.4148729,0.68413174,0.6527105,0.74621254
1403,103.855,1.28,13,0,6,5,15,0.65714616,0.6548567,0.0,0.66427994,0.681522,0.64234376
1404,103.855,1.285,0,0,1,13,9,0.64140165,0.0,0.0,0.77953285,0.63909984,0.60857743
1405,103.855,1.29,5,1,3,10,4,0.6531623,0.6518822,0.40652463,0.5984428,0.7094233,0.7018879
1406,103.855,1.295,3,0,1,2,3,0.6160459,0.6486876,0.0,0.68876797,0.62606823,0.3998008
1407,103.855,1.3,26,1,6,2,1,0.59084713,0.6008449,0.40669897,0.6420665,0.52496135,0.5132655
1408,103.855,1.305,5,0,2,6,1,0.60233307,0.5935571,0.0,0.71126163,0.5927477,0.0
1409,103.855,1.31,23,1,4,5,5,0.592566,0.58938485,0.5794837,0.6629486,0.54529375,0.62831086
1410,103.855,1.315,15,2,5,2,8,0.6134177,0.57211053,0.68625677,0.60263586,0.6382576,0.6279882
1411,103.855,1.32,3,2,11,16,10,0.60998464,0.494336,0.45763022,0.61365646,0.65066934,0.6280051
1412,103.855,1.325,10,0,1,3,4,0.5547797,0.6071525,0.0,0.628157,0.53862303,0.5647656
1413,103.855,1.33,19,1,4,3,3,0.5979505,0.6213282,0.5865122,0.6285356,0.6142899,0.4574863
1414,103.855,1.335,1,0,1,0,0,0.43295097,0.37159044,0.0,0.42012468,0.0,0.0
1415,103.855,1.34,12,0,2,6,1,0.5570632,0.55403644,0.0,0.50205296,0.6608454,0.5993324
1416,103.855,1.345,6,0,1,4,0,0.6546633,0.666008,0.0,0.65928334,0.6272857,0.0
