id,longitude,latitude,eating,nature,community,walking,sightseeing,avg_comfort_score,avg_comfort_eating,avg_comfort_nature,avg_comfort_community,avg_comfort_walking,avg_comfort_sightseeing
892,103.79,1.395,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
893,103.79,1.4,2,11,0,4,0,0.5998683,0.47620392,0.6109572,0.0,0.6781067,0.0
894,103.79,1.405,1,0,0,0,0,0.56978136,0.5047111,0.0,0.0,0.0,0.0
895,103.79,1.41,2,6,3,3,6,0.590541,0.44833747,0.5891997,0.59148616,0.5880558,0.58292377
896,103.79,1.415,0,7,0,0,2,0.54849446,0.0,0.51549435,0.0,0.0,0.66399497
897,103.79,1.42,0,1,0,1,3,0.667151,0.0,0.66737956,0.0,0.43143934,0.78489244
898,103.79,1.425,2,3,5,2,2,0.5889857,0.52165663,0.5028743,0.66473055,0.51102436,0.5739668
899,103.79,1.43,16,1,5,2,5,0.6382154,0.646768,0.7319781,0.59678286,0.6422586,0.6607488
900,103.79,1.435,15,1,7,2,1,0.5962012,0.62621754,0.5161273,0.6191508,0.56598926,0.33214968
901,103.79,1.44,14,3,7,4,1,0.6133113,0.6201649,0.5194063,0.6108146,0.63670886,0.7731097
902,103.79,1.445,3,1,6,8,4,0.6014045,0.5754342,0.62832755,0.6060882,0.59629434,0.62426996
903,103.79,1.45,0,0,0,1,20,0.5757033,0.0,0.0,0.0,0.6259702,0.57319003
904,103.79,1.455,9,4,5,7,3,0.5332437,0.57942474,0.58807737,0.46860558,0.52076185,0.59515184
905,103.79,1.46,8,0,3,1,0,0.63620037,0.6678236,0.0,0.59962255,0.5632238,0.0
906,103.795,1.275,17,2,5,0,7,0.5916824,0.6018229,0.48458022,0.68687546,0.0,0.6023933
907,103.795,1.28,3,9,6,4,7,0.6258155,0.6788301,0.6818285,0.5802558,0.5971212,0.61981773
908,103.795,1.285,3,12,0,7,9,0.60416335,0.55229324,0.6286624,0.0,0.616113,0.58355343
909,103.795,1.29,5,2,5,5,7,0.60967565,0.56263226,0.46725154,0.63744473,0.67972976,0.62093407
910,103.795,1.295,12,1,0,0,2,0.5366485,0.5366485,0.0,0.0,0.0,0.0
911,103.795,1.3,4,5,1,1,2,0.57665163,0.6715812,0.5818357,0.54082173,0.0,0.5486272
912,103.795,1.305,6,4,6,9,3,0.58094054,0.59584045,0.66569847,0.5536354,0.57614565,0.5234168
913,103.795,1.31,36,0,1,0,2,0.5930391,0.58911276,0.0,0.82555634,0.0,0.5947915
914,103.795,1.315,22,2,4,2,3,0.6270071,0.640624,0.60270214,0.57005966,0.5038006,0.7017731
915,103.795,1.32,14,3,6,2,0,0.61759704,0.6387472,0.6010578,0.5525089,0.5966438,0.0
916,103.795,1.325,18,8,5,7,6,0.6338311,0.602124,0.6741693,0.63306177,0.5974118,0.6188199
917,103.795,1.33,9,0,2,0,0,0.5930183,0.6268975,0.0,0.6231739,0.0,0.0
918,103.795,1.335,2,2,2,7,0,0.63951224,0.6630482,0.60886985,0.6295968,0.6247479,0.0
919,103.795,1.34,7,5,2,23,8,0.61483574,0.6013687,0.55745876,0.4758557,0.626503,0.69081354
920,103.795,1.345,5,1,2,12,8,0.59596634,0.64183724,0.6599189,0.53413147,0.6025042,0.56677485
921,103.795,1.35,0,0,2,1,1,0.6729123,0.0,0.0,0.60024893,0.6613274,0.6642055
922,103.795,1.355,0,2,0,1,1,0.6518517,0.0,0.53001654,0.0,0.71500134,0.71053725
923,103.795,1.36,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
924,103.795,1.365,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
925,103.795,1.37,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
926,103.795,1.375,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
927,103.795,1.38,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
928,103.795,1.385,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
929,103.795,1.39,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
930,103.795,1.395,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
931,103.795,1.4,3,20,2,7,1,0.5994686,0.63174516,0.5845755,0.56850725,0.6076317,0.43681103
932,103.795,1.405,2,24,9,9,0,0.640486,0.58651227,0.62018055,0.6387801,0.6512078,0.0
933,103.795,1.41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
934,103.795,1.415,0,5,0,0,0,0.64037627,0.0,0.64037627,0.0,0.0,0.0
935,103.795,1.42,1,0,1,0,2,0.62547064,0.6414123,0.0,0.6327746,0.0,0.617123
936,103.795,1.425,3,2,7,5,9,0.5839259,0.56235534,0.56961566,0.6030788,0.6777373,0.56833684
937,103.795,1.43,16,3,11,11,4,0.61544544,0.60455567,0.5435281,0.58509403,0.64414245,0.49869
938,103.795,1.435,11,2,6,16,4,0.58829534,0.62684065,0.63199955,0.53510344,0.59547174,0.5330044
939,103.795,1.44,2,0,7,2,0,0.6254497,0.5972345,0.0,0.6796487,0.55126345,0.0
940,103.795,1.445,4,1,4,1,3,0.63254607,0.5762169,0.74802727,0.62176806,0.6029971,0.697948
941,103.795,1.45,13,1,6,0,2,0.59929025,0.600144,0.6700875,0.5732338,0.0,0.56374395
942,103.795,1.455,3,0,1,0,0,0.5899505,0.5403771,0.0,0.65294987,0.0,0.0
943,103.795,1.46,0,0,0,0,0,0.623284,0.0,0.0,0.0,0.0,0.0
944,103.8,1.27,1,4,4,2,7,0.6083015,0.67624855,0.47446132,0.5633079,0.50982845,0.602221
945,103.8,1.275,7,0,1,7,6,0.6263954,0.6195582,0.0,0.71712154,0.5954364,0.6125201
946,103.8,1.28,12,5,17,7,16,0.62677133,0.5589499,0.6965929,0.6632122,0.7028901,0.5974808
947,103.8,1.285,13,6,14,6,16,0.5899338,0.61342067,0.4288934,0.6235786,0.6136636,0.6011739
948,103.8,1.29,2,7,3,3,14,0.567549,0.47903848,0.57220024,0.71220106,0.6540406,0.46259344
949,103.8,1.295,4,3,4,6,1,0.5877681,0.60510325,0.5331938,0.55100775,0.6003905,0.6709547
950,103.8,1.3,15,1,11,2,4,0.59331656,0.62860274,0.5250679,0.5573429,0.5516397,0.63585347
951,103.8,1.305,14,1,5,5,4,0.6213238,0.6246398,0.44883832,0.6215798,0.6341054,0.6395852
952,103.8,1.31,9,1,3,5,0,0.66375226,0.63661313,0.64962965,0.7619733,0.64549196,0.0
953,103.8,1.315,7,2,3,4,2,0.5824765,0.6352808,0.5206981,0.54122716,0.5890773,0.60102725
954,103.8,1.32,1,2,1,6,0,0.5645685,0.6668211,0.55003107,0.28890088,0.6008227,0.0
955,103.8,1.325,34,2,6,2,2,0.614833,0.6312384,0.6676151,0.586019,0.5975505,0.58699304
956,103.8,1.33,1,0,2,0,0,0.60595083,0.67042243,0.0,0.772064,0.0,0.0
957,103.8,1.335,10,1,6,0,1,0.5952389,0.64156586,0.38654765,0.61048734,0.0,0.0
958,103.8,1.34,4,7,6,13,8,0.64698654,0.58765435,0.7036093,0.67101306,0.6292409,0.63206804
959,103.8,1.345,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
960,103.8,1.35,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
961,103.8,1.355,0,6,0,1,0,0.51716244,0.0,0.52196854,0.0,0.46331835,0.0
962,103.8,1.36,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
963,103.8,1.365,2,10,0,1,5,0.61214024,0.64979494,0.57496166,0.0,0.6204344,0.662341
964,103.8,1.37,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
965,103.8,1.375,3,3,0,0,2,0.5185425,0.55169934,0.56735927,0.0,0.0,0.5571984
966,103.8,1.38,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
967,103.8,1.385,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
968,103.8,1.39,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
969,103.8,1.395,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
970,103.8,1.4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
971,103.8,1.405,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
972,103.8,1.41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
973,103.8,1.415,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
974,103.8,1.42,2,0,6,0,5,0.6396813,0.67224073,0.0,0.73039234,0.0,0.5415044
975,103.8,1.425,11,0,0,0,0,0.56243604,0.5629684,0.0,0.0,0.0,0.0
976,103.8,1.43,0,2,0,1,3,0.631764,0.0,0.66913223,0.0,0.0,0.61230344
977,103.8,1.435,2,1,4,9,5,0.6194567,0.66921186,0.58651215,0.6598318,0.61290544,0.6541437
978,103.8,1.44,22,0,4,2,0,0.5989124,0.5929431,0.0,0.6465163,0.6632129,0.0
979,103.8,1.445,9,6,7,2,0,0.6071635,0.58404624,0.5468024,0.6533049,0.66485405,0.0
980,103.8,1.45,5,3,2,3,3,0.60717314,0.55669606,0.612226,0.6737974,0.5812431,0.54281604
981,103.8,1.455,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
982,103.8,1.46,6,1,5,3,3,0.64921695,0.6240554,0.7834449,0.6599997,0.57284087,0.6562655
983,103.8,1.465,1,0,0,4,0,0.5681022,0.7167743,0.0,0.0,0.55162853,0.0
984,103.805,1.265,5,8,4,8,18,0.61487854,0.5960427,0.6209874,0.5712216,0.63448614,0.6155319
985,103.805,1.27,0,17,0,4,2,0.5842884,0.0,0.58136404,0.0,0.6593089,0.47526014
986,103.805,1.275,14,1,1,1,0,0.61675686,0.5916164,0.7445198,0.652893,0.5196526,0.0
987,103.805,1.28,8,1,3,2,1,0.5946583,0.62808305,0.64682984,0.62270206,0.5651938,0.49954373
988,103.805,1.285,12,5,4,3,6,0.5916918,0.57934105,0.6707422,0.63379943,0.54042,0.44086018
989,103.805,1.29,19,0,1,2,0,0.6010821,0.58569956,0.0,0.7905604,0.6451987,0.0
990,103.805,1.295,18,1,4,6,2,0.58421564,0.6335032,0.33595487,0.6025489,0.61351997,0.38141763
991,103.805,1.3,1,2,2,3,7,0.62989193,0.7241064,0.6430752,0.5936036,0.6710475,0.61675376
992,103.805,1.305,4,0,2,3,0,0.6493843,0.71350974,0.0,0.5684357,0.60363626,0.0
993,103.805,1.31,2,0,10,0,1,0.65651864,0.76664174,0.0,0.67584753,0.0,0.44456288
994,103.805,1.315,9,1,6,5,10,0.6097319,0.67141175,0.7279887,0.6074749,0.59326214,0.59429806
995,103.805,1.32,5,5,3,11,16,0.63229924,0.6136062,0.56939083,0.6461535,0.67260414,0.6240476
996,103.805,1.325,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
997,103.805,1.33,6,2,5,12,3,0.5818582,0.6409261,0.55681956,0.5969275,0.54041076,0.61765355
998,103.805,1.335,4,3,0,4,2,0.6152306,0.6368217,0.50953895,0.0,0.6308764,0.59122145
999,103.805,1.34,1,1,2,4,6,0.59167546,0.6721869,0.7303532,0.66092134,0.47668493,0.62092966
1000,103.805,1.345,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1001,103.805,1.35,0,7,0,5,7,0.61086136,0.0,0.60690403,0.0,0.6394248,0.5903563
1002,103.805,1.355,0,13,0,0,0,0.5619784,0.0,0.5619784,0.0,0.0,0.0
1003,103.805,1.36,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1004,103.805,1.365,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1005,103.805,1.37,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1006,103.805,1.375,3,1,1,0,0,0.5665135,0.62944293,0.6996135,0.65819603,0.0,0.0
1007,103.805,1.38,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1008,103.805,1.385,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1009,103.805,1.39,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1010,103.805,1.395,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1011,103.805,1.4,2,3,0,0,2,0.64743876,0.0,0.5733835,0.0,0.0,0.86960435
1012,103.805,1.405,0,3,0,1,7,0.6188649,0.0,0.7347876,0.0,0.5680788,0.59556854
1013,103.805,1.41,3,2,5,0,4,0.56779104,0.55315334,0.5483856,0.58548045,0.0,0.51546127
1014,103.805,1.415,0,0,1,0,0,0.70345706,0.0,0.0,0.70345706,0.0,0.0
1015,103.805,1.42,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1016,103.805,1.425,3,1,1,1,1,0.66080505,0.64950174,0.54235524,0.45250374,0.6413289,0.74474263
1017,103.805,1.43,0,1,0,0,0,0.5952704,0.0,0.5952704,0.0,0.0,0.0
1018,103.805,1.435,0,0,6,0,0,0.59271026,0.0,0.0,0.63027847,0.0,0.0
1019,103.805,1.44,6,3,8,4,5,0.61584663,0.6348896,0.7288002,0.5499944,0.58321404,0.65322423
1020,103.805,1.445,2,1,4,10,13,0.625832,0.63165873,0.733753,0.69004494,0.5316056,0.7124736
1021,103.805,1.45,8,0,0,0,0,0.6131201,0.59299004,0.0,0.0,0.0,0.0
1022,103.805,1.455,2,2,13,11,3,0.6008607,0.6338614,0.5685731,0.57252383,0.6155591,0.6183136
1023,103.805,1.46,1,0,0,0,0,0.5331367,0.5652048,0.0,0.0,0.0,0.0
1024,103.805,1.465,6,3,7,2,1,0.5269012,0.63012093,0.47537905,0.5056395,0.682081,0.0
1025,103.81,1.27,8,2,4,3,5,0.6282879,0.66322374,0.55979407,0.6340893,0.7746968,0.5996464
1026,103.81,1.275,15,2,4,7,12,0.57014537,0.54533565,0.47958693,0.60342693,0.593159,0.59798324
1027,103.81,1.28,9,3,11,10,9,0.6403096,0.67459923,0.6991017,0.60631603,0.6459935,0.66260284
1028,103.81,1.285,16,1,11,7,1,0.6698482,0.64837795,0.5690571,0.61106,0.70296526,0.38604105
1029,103.81,1.29,8,0,0,1,0,0.67128605,0.64147025,0.0,0.0,0.7359592,0.0
1030,103.81,1.295,5,2,3,4,17,0.6054585,0.59267783,0.6660453,0.61833847,0.58958185,0.6156075
1031,103.81,1.3,5,2,0,2,5,0.5998708,0.61644447,0.6568351,0.0,0.4072501,0.70615673
1032,103.81,1.305,16,1,0,0,4,0.59372115,0.56427544,0.0,0.0,0.0,0.7092212
1033,103.81,1.31,0,16,1,7,12,0.63211566,0.0,0.6495609,0.5509402,0.6596543,0.6239327
1034,103.81,1.315,1,5,0,2,13,0.5308187,0.57573706,0.6370244,0.0,0.47410923,0.52530956
1035,103.81,1.32,14,0,7,1,2,0.6650064,0.6484992,0.0,0.6158003,0.6160182,0.8493061
1036,103.81,1.325,5,3,5,5,3,0.6208398,0.6395634,0.6361531,0.6529474,0.5686494,0.59470165
1037,103.81,1.33,0,1,1,4,1,0.62380946,0.0,0.624263,0.6581042,0.58487153,0.68881446
1038,103.81,1.335,24,2,13,4,2,0.66165644,0.6585041,0.7112982,0.674411,0.5233778,0.5586838
1039,103.81,1.34,1,0,0,4,2,0.54060644,0.38979906,0.0,0.0,0.6667571,0.42678416
1040,103.81,1.345,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1041,103.81,1.35,0,3,0,2,6,0.6864408,0.0,0.69534004,0.0,0.71596587,0.6736327
1042,103.81,1.355,0,0,1,4,0,0.5776408,0.0,0.0,0.28776786,0.6742651,0.0
1043,103.81,1.36,0,8,2,18,7,0.61696786,0.0,0.56253195,0.682402,0.5871492,0.7103195
1044,103.81,1.365,0,1,0,1,0,0.5907148,0.0,0.43350476,0.0,0.7479248,0.0
1045,103.81,1.37,0,2,0,4,4,0.5942033,0.0,0.48698455,0.0,0.7212498,0.46054754
1046,103.81,1.375,7,0,1,0,0,0.6218345,0.6011077,0.0,0.6882123,0.0,0.0
1047,103.81,1.38,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1048,103.81,1.385,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1049,103.81,1.39,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1050,103.81,1.395,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1051,103.81,1.4,3,1,0,1,0,0.6533904,0.63708097,0.69180375,0.0,0.6639053,0.0
1052,103.81,1.405,0,1,0,2,17,0.5811715,0.0,0.45617002,0.0,0.6293052,0.5859757
1053,103.81,1.41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1054,103.81,1.415,11,8,11,0,6,0.56604195,0.5713749,0.6537767,0.53814816,0.0,0.5610876
1055,103.81,1.42,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1056,103.81,1.425,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1057,103.81,1.43,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1058,103.81,1.435,13,2,1,1,0,0.6347415,0.6260535,0.63123477,0.4341061,0.31712928,0.0
1059,103.81,1.44,0,1,1,0,3,0.6234807,0.0,0.76682025,0.7341911,0.0,0.60999465
1060,103.81,1.445,10,0,6,2,1,0.5817049,0.6237009,0.0,0.5374793,0.0,0.4192195
1061,103.81,1.45,26,4,19,2,2,0.6326184,0.62119985,0.5779134,0.6721775,0.70927846,0.53777975
1062,103.81,1.455,8,0,8,5,2,0.5629884,0.5658106,0.0,0.5363645,0.5942346,0.61034507
1063,103.81,1.46,9,0,12,5,3,0.60256743,0.56851053,0.0,0.5997737,0.5639993,0.5856044
1064,103.81,1.465,9,2,4,1,3,0.6301212,0.6392915,0.7589539,0.572902,0.50979227,0.6986497
1065,103.81,1.47,22,0,1,1,1,0.5898069,0.5919073,0.0,0.5505861,0.56786746,0.61543334
1066,103.815,1.255,6,4,1,15,15,0.63768744,0.6786106,0.63253164,0.58651227,0.66053694,0.5855828
1067,103.815,1.265,5,2,5,16,23,0.5955899,0.566466,0.50984275,0.6377309,0.63283193,0.56507576
1068,103.815,1.27,6,16,0,6,15,0.6101129,0.65107864,0.52862406,0.0,0.6040199,0.60834855
1069,103.815,1.275,0,6,0,17,20,0.6099025,0.0,0.5415647,0.0,0.6267782,0.629626
1070,103.815,1.28,2,4,3,0,1,0.6683532,0.74368477,0.6451639,0.6456855,0.0,0.0
1071,103.815,1.285,7,0,7,2,2,0.62005514,0.5574645,0.0,0.6013072,0.5819151,0.68586814
1072,103.815,1.29,16,3,1,3,1,0.6385097,0.6127034,0.6177093,0.72282916,0.67135245,0.6911628
1073,103.815,1.295,8,4,9,3,3,0.6331211,0.7313921,0.6297102,0.61198187,0.73115236,0.53722477
1074,103.815,1.3,2,4,1,1,5,0.6468165,0.7389747,0.6072232,0.7087237,0.5513025,0.63931406
1075,103.815,1.305,9,10,2,5,3,0.606931,0.5811314,0.5612858,0.53940713,0.58072287,0.69866323
1076,103.815,1.31,1,25,0,1,5,0.6086104,0.55394226,0.5706617,0.0,0.6392353,0.702089
1077,103.815,1.315,0,17,1,3,8,0.60711473,0.0,0.6971084,0.59255445,0.39602116,0.56658924
1078,103.815,1.32,6,16,6,13,7,0.59409106,0.6584919,0.58644825,0.62948364,0.58222246,0.49173027
1079,103.815,1.325,10,2,2,1,0,0.61444324,0.59167135,0.68874943,0.69354993,0.0,0.0
1080,103.815,1.33,7,0,3,1,2,0.6375514,0.675669,0.0,0.7057872,0.0,0.49966252
1081,103.815,1.335,1,9,3,8,8,0.63146865,0.64602226,0.6051038,0.6193251,0.62142295,0.6450369
1082,103.815,1.34,1,5,2,8,10,0.6347819,0.6287759,0.6827003,0.5325884,0.64772654,0.6253555
1083,103.815,1.345,5,0,0,0,0,0.7216264,0.7216264,0.0,0.0,0.0,0.0
1084,103.815,1.35,3,10,2,8,4,0.64191395,0.6523189,0.6888794,0.70804346,0.5774302,0.6635486
1085,103.815,1.355,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1086,103.815,1.36,0,0,2,0,2,0.7294763,0.0,0.0,0.5857739,0.0,0.58651227
1087,103.815,1.365,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1088,103.815,1.37,2,2,1,11,1,0.5561605,0.5575147,0.42466205,0.61734664,0.5326844,0.6949308
1089,103.815,1.375,0,0,0,0,1,0.5779707,0.0,0.0,0.0,0.0,0.6132841
1090,103.815,1.38,0,1,0,3,1,0.5485603,0.0,0.5211034,0.0,0.55691665,0.6137273
1091,103.815,1.385,0,0,0,2,0,0.67353994,0.0,0.0,0.0,0.67353994,0.0
1092,103.815,1.39,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1093,103.815,1.395,0,2,0,1,3,0.50852853,0.0,0.47187755,0.0,0.50599885,0.5338058
1094,103.815,1.4,22,5,1,1,1,0.5982969,0.58592176,0.6251539,0.68032354,0.6372997,0.54457164
1095,103.815,1.405,29,4,10,8,1,0.6356832,0.65381616,0.6302138,0.6941827,0.5372908,0.0
1096,103.815,1.41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1097,103.815,1.415,2,1,5,7,7,0.6589743,0.6798436,0.0,0.61458004,0.5979344,0.7467289
1098,103.815,1.42,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1099,103.815,1.425,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1100,103.815,1.43,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1101,103.815,1.435,1,0,1,1,2,0.6369222,0.7064485,0.0,0.6395096,0.59655184,0.6668831
1102,103.815,1.44,7,1,1,3,0,0.61531806,0.6344484,0.6546509,0.6060419,0.55880773,0.0
1103,103.815,1.445,4,4,4,13,5,0.59953046,0.54996204,0.58651215,0.577955,0.63275677,0.5993085
1104,103.815,1.45,15,0,20,0,2,0.60149276,0.55222034,0.0,0.6058087,0.0,0.69975305
1105,103.815,1.455,9,2,8,6,5,0.6342038,0.6462608,0.66663843,0.61316377,0.61911434,0.6503054
1106,103.815,1.46,1,2,6,4,0,0.5345393,0.5289507,0.48641312,0.5776531,0.49904242,0.0
1107,103.815,1.465,0,0,2,6,0,0.6099492,0.0,0.0,0.48416936,0.6460969,0.0
1108,103.815,1.47,3,0,2,3,6,0.63718575,0.6893536,0.0,0.5712031,0.6273402,0.0
1109,103.82,1.25,0,2,2,15,8,0.6560929,0.0,0.6180266,0.60215497,0.6499678,0.6864478
1110,103.82,1.255,23,0,13,2,1,0.6266472,0.61087275,0.0,0.64872944,0.5875417,0.0
1111,103.82,1.265,15,1,8,6,9,0.60503834,0.5397341,0.62434286,0.64811844,0.639884,0.6040141
1112,103.82,1.27,3,0,2,7,20,0.6246765,0.56526184,0.0,0.7600292,0.5514876,0.66635144
1113,103.82,1.275,9,3,6,3,2,0.59277135,0.62721276,0.56335163,0.548474,0.62708545,0.5907817
1114,103.82,1.28,35,1,4,5,1,0.6600857,0.66865945,0.58910924,0.6558002,0.5997799,0.735393
1115,103.82,1.285,4,4,15,5,2,0.6447295,0.6488813,0.53533036,0.63810015,0.625176,0.6187676
1116,103.82,1.29,3,2,6,7,8,0.5931094,0.5590718,0.613677,0.60939795,0.5528291,0.55329645
1117,103.82,1.295,3,10,14,16,5,0.5967364,0.5549565,0.597241,0.5716778,0.62775666,0.6307401
1118,103.82,1.3,3,2,3,6,2,0.59097195,0.56699556,0.3715562,0.59374684,0.5704902,0.6586173
1119,103.82,1.305,4,1,0,0,1,0.62308484,0.63770044,0.0,0.0,0.0,0.68825805
1120,103.82,1.31,7,0,4,2,5,0.6141881,0.5967986,0.0,0.63865685,0.64900434,0.0
1121,103.82,1.315,5,0,8,5,14,0.59290725,0.6987175,0.0,0.48463768,0.63430244,0.606561
1122,103.82,1.32,0,5,2,21,17,0.60321003,0.0,0.6075533,0.5898222,0.6110474,0.591439
1123,103.82,1.325,4,3,5,3,7,0.58332986,0.6022276,0.61923116,0.5316005,0.6248076,0.5150957
1124,103.82,1.33,2,6,0,1,4,0.5602752,0.57188636,0.6055733,0.0,0.7390213,0.5204865
1125,103.82,1.335,1,14,0,1,5,0.70939195,0.0,0.7329472,0.0,0.0,0.68583673
1126,103.82,1.34,0,2,0,3,2,0.6801807,0.0,0.6794671,0.0,0.64997774,0.73199236
1127,103.82,1.345,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1128,103.82,1.35,4,0,1,0,0,0.6685629,0.6424127,0.0,0.7731637,0.0,0.0
1129,103.82,1.355,1,0,2,1,0,0.44341877,0.40772688,0.0,0.46126473,0.0,0.0
1130,103.82,1.36,14,2,2,1,3,0.680207,0.65434647,0.72869,0.63837576,0.57946324,0.78547823
1131,103.82,1.365,0,4,0,2,5,0.6125339,0.0,0.57880104,0.0,0.6751802,0.68481916
1132,103.82,1.37,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1133,103.82,1.375,1,0,0,0,0,0.5717149,0.6580207,0.0,0.0,0.0,0.0
1134,103.82,1.38,1,15,0,0,9,0.6201518,0.64835685,0.5894395,0.0,0.0,0.631097
1135,103.82,1.385,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1136,103.82,1.39,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1137,103.82,1.395,22,9,1,2,7,0.63112646,0.6202766,0.6220926,0.6560941,0.7819759,0.60417336
1138,103.82,1.4,0,4,1,4,7,0.61904556,0.0,0.67086416,0.58651215,0.6198013,0.57581264
1139,103.82,1.405,23,3,4,0,2,0.64655566,0.65478086,0.6022354,0.5839263,0.0,0.47646394
1140,103.82,1.41,0,0,1,1,2,0.62601256,0.0,0.0,0.63934237,0.57516325,0.5682025
1141,103.82,1.415,1,3,0,1,2,0.59135276,0.5756298,0.568896,0.0,0.8452623,0.4462976
1142,103.82,1.42,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1143,103.82,1.425,12,0,0,0,0,0.58654666,0.58654666,0.0,0.0,0.0,0.0
1144,103.82,1.43,6,6,0,3,9,0.5802948,0.55367726,0.6185868,0.0,0.6085041,0.5919353
1145,103.82,1.435,0,0,0,1,0,0.7200428,0.0,0.0,0.0,0.7200428,0.0
1146,103.82,1.44,13,0,14,0,8,0.5658587,0.5514281,0.0,0.59333134,0.0,0.52741766
1147,103.82,1.445,2,1,5,8,5,0.6146304,0.6090492,0.5739475,0.65510744,0.5427996,0.66130143
1148,103.82,1.45,4,6,11,4,3,0.5580997,0.5352147,0.5556531,0.56721884,0.6444774,0.40260923
1149,103.82,1.455,6,0,6,3,3,0.6280817,0.6401176,0.0,0.68654084,0.64947766,0.59619766
1150,103.82,1.46,4,5,16,9,10,0.60093117,0.66552454,0.6574386,0.56527966,0.61486465,0.6137974
1151,103.82,1.465,2,3,6,7,8,0.5651743,0.56092656,0.6505197,0.5737263,0.526792,0.56577265
1152,103.82,1.47,1,0,5,10,4,0.5784759,0.69757074,0.0,0.5673617,0.57496154,0.6046696
1153,103.825,1.245,0,6,3,17,4,0.60760224,0.0,0.6436518,0.5730076,0.57762206,0.69124633
1154,103.825,1.25,3,0,1,4,2,0.7360221,0.73018575,0.0,0.58651227,0.7506656,0.80197006
1155,103.825,1.255,6,0,7,10,3,0.61986446,0.65690494,0.0,0.6135209,0.6150306,0.6090096
1156,103.825,1.26,1,0,0,9,7,0.6045146,0.0,0.0,0.0,0.6180608,0.53555006
1157,103.825,1.265,14,0,2,3,3,0.59953934,0.5989858,0.0,0.47756928,0.66840464,0.75801504
1158,103.825,1.27,10,2,4,19,7,0.6227808,0.5780049,0.5529251,0.5066258,0.657524,0.6553902
