embedding_index,grid_id,cluster,activity,has_text,comfort_anchor_similarity,discomfort_anchor_similarity,comfort_raw_score,comfort_score
24444,1307,7,sightseeing,True,0.03699112,0.005408649,0.03158247,0.6165273
24445,1307,0,eating,True,0.09136094,0.036931857,0.054429084,0.6826996
24446,1307,0,eating,True,0.07750962,0.008861426,0.06864819,0.7238835
24447,1307,5,community,True,0.08529405,-0.031610586,0.11690464,0.86365235
24448,1307,0,eating,True,0.1344278,0.105835654,0.028592147,0.60786617
24449,1307,5,community,True,0.015828945,-0.004865558,0.020694502,0.58499163
24450,1307,1,community,True,0.015828945,-0.004865558,0.020694502,0.58499163
24451,1307,0,eating,True,0.08810299,0.025755303,0.062347688,0.7056349
24452,1307,0,eating,True,0.05373551,0.004114208,0.049621303,0.6687745
24453,1307,0,eating,True,0.06473832,0.0049359044,0.059802413,0.6982628
24454,1308,2,walking,True,0.23392782,0.1442647,0.08966312,0.78475064
24455,1308,4,,True,0.014096431,-0.0010544023,0.015150834,0.5689351
24456,1308,7,sightseeing,True,0.1023821,0.06045021,0.04193189,0.6465031
24457,1308,1,community,True,0.17161813,0.102616206,0.06900193,0.72490805
24458,1308,1,community,True,0.15713897,0.074478984,0.08265999,0.76446694
24459,1308,1,community,True,0.090211935,0.031120379,0.059091557,0.6962039
24460,1308,0,eating,True,0.039934523,0.035902344,0.0040321797,0.5367313
24461,1308,7,sightseeing,True,0.106781475,0.057464182,0.049317293,0.667894
24462,1308,0,eating,True,0.19035944,0.1163964,0.073963046,0.73927736
24463,1308,5,community,True,0.1135325,0.077581815,0.035950683,0.6291793
24464,1308,0,eating,True,0.059602965,0.0319512,0.027651764,0.6051425
24465,1308,6,eating,True,0.026110332,-0.006693851,0.032804184,0.62006587
24466,1308,2,walking,False,,,,
24467,1308,6,eating,True,0.03710445,0.022505017,0.014599433,0.567338
24468,1308,4,,True,0.011337552,-0.016599517,0.02793707,0.60596883
24469,1308,6,eating,True,0.035306275,0.018818954,0.01648732,0.57280606
24470,1308,0,eating,True,0.04952217,0.04961428,-9.211153e-05,0.52478576
24471,1308,0,eating,True,0.011988733,0.054800905,-0.042812172,0.40105247
24472,1308,0,eating,True,0.06459775,0.0060542338,0.058543514,0.6946166
24473,1308,0,eating,True,0.0967271,0.075507596,0.021219507,0.58651227
24474,1308,0,eating,True,0.17337024,0.13251206,0.04085818,0.6433932
24475,1308,0,eating,True,0.14598829,0.08391675,0.062071532,0.70483506
24476,1308,5,community,True,0.09297433,0.11691811,-0.023943782,0.4557024
24477,1308,5,community,False,,,,
24478,1308,0,eating,True,0.070565306,0.0210995,0.049465805,0.6683241
24479,1308,0,eating,True,0.16249149,0.09139914,0.071092345,0.7309627
24480,1308,5,community,True,0.19527113,0.121123224,0.07414791,0.7398128
24481,1308,5,community,True,0.03509347,-0.008424232,0.0435177,0.6510962
24482,1308,0,eating,True,0.03697654,0.06450928,-0.027532741,0.44530743
24483,1308,4,,True,0.079010166,0.04660938,0.032400787,0.61889744
24484,1308,0,eating,True,0.09731594,0.05462993,0.042686008,0.6486873
24485,1308,2,walking,True,0.13852026,0.1371162,0.0014040619,0.52911925
24486,1308,2,walking,True,0.11298775,0.11151888,0.0014688671,0.52930695
24487,1308,6,eating,True,0.044924073,0.020521827,0.024402246,0.59573066
24488,1308,1,community,True,0.0044149035,-0.0058071,0.010222003,0.55465937
24489,1308,7,sightseeing,True,0.04068491,0.011677532,0.029007375,0.6090688
24490,1308,7,sightseeing,True,0.08279687,0.07061506,0.012181811,0.5603357
24491,1308,5,community,False,,,,
24492,1308,2,walking,True,0.049529873,0.07004283,-0.02051296,0.46563932
24493,1308,5,community,True,0.0967271,0.075507626,0.021219477,0.58651215
24494,1308,2,walking,False,,,,
24495,1308,7,sightseeing,True,0.23871735,0.1611546,0.07756275,0.7497034
24496,1309,1,community,True,0.07226775,0.05727799,0.01498976,0.5684686
24497,1309,4,,True,0.07843613,0.057464294,0.020971835,0.58579487
24498,1309,2,walking,True,0.26595882,0.144517,0.12144181,0.8767937
24499,1309,1,community,True,0.05174125,0.064738534,-0.0129972845,0.48740757
24500,1309,1,community,True,0.03322784,-0.003931569,0.037159406,0.6326802
24501,1309,2,walking,True,0.036251824,0.034497812,0.001754012,0.5301329
24502,1309,6,eating,True,0.11233568,0.11095053,0.0013851523,0.5290645
24503,1309,4,,True,0.06649141,0.03377399,0.03271742,0.6198145
24504,1309,4,,False,,,,
24505,1309,1,community,True,0.03231611,0.0024339436,0.029882167,0.61160254
24506,1309,6,eating,True,0.043192245,0.03617668,0.0070155635,0.54537225
24507,1309,7,sightseeing,True,0.01628799,0.006041617,0.010246373,0.5547299
24508,1309,2,walking,True,0.051345013,-0.0008215513,0.052166566,0.67614657
24509,1309,4,,True,0.22908533,0.15461574,0.07446958,0.7407444
24510,1309,1,community,False,,,,
24511,1309,7,sightseeing,False,,,,
24512,1309,1,community,True,0.0967271,0.075507626,0.021219477,0.58651215
24513,1309,0,eating,True,0.103934675,0.005589965,0.09834471,0.8098958
24514,1309,5,community,True,0.12244618,0.08876288,0.0336833,0.62261206
24515,1309,5,community,True,0.1268096,0.11022124,0.01658836,0.5730987
24516,1309,0,eating,True,0.036139715,0.028342223,0.0077974927,0.54763705
24517,1309,0,eating,True,0.12461047,0.041596472,0.083014,0.7654923
24518,1310,5,community,True,0.05021073,0.0043166676,0.04589406,0.657979
24519,1310,5,community,True,0.05241758,-0.00013412116,0.0525517,0.67726207
24520,1310,5,community,True,0.053422794,-0.007862266,0.06128506,0.70255715
24521,1310,5,community,True,0.038076304,-0.04937221,0.087448515,0.7783363
24522,1310,5,community,False,,,,
24523,1310,1,community,True,0.06932918,0.054608025,0.014721155,0.56769055
24524,1310,7,sightseeing,True,0.06312966,0.08674657,-0.02361691,0.45664915
24525,1310,2,walking,True,0.120903715,0.1199477,0.0009560138,0.52782154
24526,1311,5,community,True,0.08305262,0.03362636,0.04942626,0.6682096
24527,1311,1,community,True,0.14638135,0.1013428,0.04503855,0.6555011
24528,1311,1,community,True,-0.013890356,0.01529203,-0.029182386,0.44052944
24529,1311,4,,True,0.07862522,0.089433245,-0.010808028,0.4937485
24530,1311,5,community,True,0.14816427,0.047223154,0.10094112,0.81741595
24531,1311,5,community,True,0.1006371,-0.002571635,0.103208736,0.8239838
24532,1311,1,community,True,0.071792774,0.018619813,0.05317296,0.6790615
24533,1314,0,eating,True,0.18265544,0.107404396,0.07525104,0.74300784
24534,1314,5,community,True,0.13327941,0.11555384,0.017725572,0.5763925
24535,1314,5,community,False,,,,
24536,1314,1,community,False,,,,
24537,1314,1,community,False,,,,
24538,1314,1,community,False,,,,
24539,1314,4,,False,,,,
24540,1314,6,eating,False,,,,
24541,1314,1,community,True,0.05145643,0.044671163,0.006785266,0.5447053
24542,1314,5,community,False,,,,
24543,1314,1,community,True,0.08755166,0.056170363,0.031381298,0.6159446
24544,1314,1,community,True,-0.041052185,-0.0049609565,-0.036091227,0.42051885
24545,1314,0,eating,True,0.06728273,-0.0031079436,0.07039067,0.7289304
24546,1314,4,,True,0.097267866,0.06768726,0.029580608,0.61072916
24547,1314,4,,True,0.010114079,0.05705238,-0.0469383,0.38910165
24548,1314,4,,True,0.04993129,0.068277925,-0.018346634,0.47191384
24549,1314,4,,True,0.02597032,-0.022830894,0.048801214,0.66639924
24550,1314,4,,True,0.09224142,0.09608971,-0.003848292,0.5139065
24551,1314,0,eating,True,0.047403794,0.064401135,-0.016997341,0.4758219
24552,1314,1,community,False,,,,
24553,1314,1,community,True,0.028362494,0.039843235,-0.011480741,0.4918
24554,1314,1,community,False,,,,
24555,1314,1,community,True,0.00015149452,-0.027332157,0.027483651,0.60465556
24556,1314,1,community,False,,,,
24557,1314,1,community,False,,,,
24558,1315,6,eating,False,,,,
24559,1315,5,community,True,0.027923096,0.000882003,0.027041093,0.60337377
24560,1315,5,community,True,0.05337233,-0.022795202,0.07616753,0.74566233
24561,1315,5,community,True,0.086098924,0.02508736,0.061011564,0.701765
24562,1315,5,community,True,0.17129478,0.076161675,0.0951331,0.80059373
24563,1315,1,community,True,-0.012078643,-0.023690341,0.011611698,0.5586844
24564,1315,2,walking,True,0.1849392,0.102669865,0.08226934,0.76333547
24565,1315,6,eating,True,0.16841695,0.13809629,0.03032066,0.6128726
24566,1315,7,sightseeing,True,0.24053387,0.17796889,0.062564984,0.70626426
24567,1315,2,walking,True,0.099215135,0.072585255,0.02662988,0.6021827
24568,1315,1,community,True,0.113200486,0.052568972,0.060631514,0.7006642
24569,1315,2,walking,True,0.11901871,0.08290349,0.03611522,0.62965584
24570,1315,5,community,True,0.08540988,0.16994356,-0.08453368,0.2802113
24571,1315,5,community,True,0.052293666,0.00037275488,0.05192091,0.675435
24572,1315,5,community,True,0.1872072,0.08502758,0.102179624,0.82100314
24573,1315,5,community,True,0.04077496,-0.005233856,0.046008818,0.6583114
24574,1315,5,community,True,0.004612943,-0.014108447,0.01872139,0.57927674
24575,1315,5,community,True,0.08406653,0.049936164,0.03413037,0.6239069
24576,1315,5,community,True,0.09949866,0.045488574,0.054010086,0.68148607
24577,1315,5,community,True,0.12736909,0.05120655,0.07616254,0.7456479
24578,1315,5,community,True,0.11147748,0.030335525,0.081141956,0.76007015
24579,1316,6,eating,True,0.07866766,0.06698081,0.011686854,0.55890214
24580,1316,5,community,True,0.087583825,0.061522827,0.026060998,0.60053504
24581,1316,1,community,True,0.21129844,0.17071515,0.040583283,0.642597
24582,1316,7,sightseeing,True,0.2106198,0.15093225,0.059687555,0.69793016
24583,1316,7,sightseeing,True,0.20403704,0.18374121,0.020295829,0.5838369
24584,1316,1,community,False,,,,
24585,1316,1,community,True,0.06711945,0.039404936,0.027714513,0.60532427
24586,1316,1,community,True,0.096042946,0.057708755,0.03833419,0.63608277
24587,1316,7,sightseeing,True,0.27549022,0.19371283,0.081777394,0.7619106
24588,1316,7,sightseeing,True,0.2637071,0.23144661,0.032260492,0.61849105
24589,1317,4,,True,0.12086713,0.13682063,-0.015953496,0.47884527
24590,1317,2,walking,True,0.0051658265,-0.036488622,0.04165445,0.6456995
24591,1317,6,eating,True,0.05189377,0.08036734,-0.028473571,0.44258243
24592,1317,2,walking,True,-2.913177e-06,0.094339676,-0.09434259,0.251801
24593,1317,6,eating,True,0.1743029,0.08161888,0.09268402,0.79350036
24594,1317,1,community,True,0.028399728,0.0041721757,0.024227552,0.5952247
24595,1317,4,,True,0.02949583,-0.02883911,0.05833494,0.6940125
24596,1317,5,community,True,0.05088166,0.041639827,0.009241834,0.5518204
24597,1317,5,community,True,0.16473766,0.10412665,0.06061101,0.70060486
24598,1317,5,community,True,0.16473766,0.10412665,0.06061101,0.70060486
24599,1317,5,community,True,0.16473763,0.10412669,0.060610935,0.7006046
24600,1317,2,walking,False,,,,
24601,1317,1,community,True,0.048058644,0.027707953,0.02035069,0.5839958
24602,1317,6,eating,True,0.07440543,0.05806877,0.01633666,0.5723697
24603,1317,2,walking,True,0.08312238,0.06644237,0.01668001,0.57336414
24604,1317,2,walking,True,0.08897781,0.08471364,0.004264176,0.5374032
24605,1317,1,community,True,0.030042365,0.043366246,-0.013323881,0.48646164
24606,1317,1,community,False,,,,
24607,1317,2,walking,True,0.016950272,-0.0021649655,0.019115238,0.5804175
24608,1317,2,walking,True,0.10284188,0.14885408,-0.0460122,0.39178398
24609,1317,1,community,True,0.08792718,0.0370198,0.050907377,0.6724995
24610,1317,6,eating,False,,,,
24611,1317,7,sightseeing,True,0.10390911,0.012688127,0.09122098,0.7892628
24612,1318,4,,True,0.12319157,0.1238824,-0.0006908253,0.52305174
24613,1318,6,eating,True,0.12946305,0.13029134,-0.00082829595,0.5226535
24614,1318,0,eating,True,0.16863653,0.117186084,0.051450446,0.6740724
24615,1318,5,community,True,0.028906386,0.07958611,-0.050679725,0.37826505
24616,1318,4,,False,,,,
24617,1318,6,eating,True,-0.0027128884,-0.024575878,0.02186299,0.588376
24618,1318,6,eating,False,,,,
24619,1318,4,,True,0.063095585,0.017228508,0.045867078,0.65790087
24620,1318,5,community,True,0.05301593,0.03692737,0.01608856,0.5716511
24621,1318,4,,True,0.04200262,0.04424104,-0.0022384226,0.5185693
24622,1318,5,community,True,0.07768866,0.065658495,0.012030162,0.5598964
24623,1318,5,community,False,,,,
24624,1318,5,community,True,0.18324992,0.13046521,0.05278471,0.6779369
24625,1318,5,community,True,0.08030565,0.04610591,0.03419974,0.6241079
24626,1318,5,community,True,0.18781571,0.10183199,0.08598372,0.77409375
24627,1318,4,,False,,,,
24628,1318,4,,True,0.0041296994,0.0019184132,0.0022112862,0.5314573
24629,1318,5,community,True,0.05344028,0.03982844,0.013611842,0.56447756
24630,1318,4,,False,,,,
24631,1318,5,community,True,0.090213194,0.02584025,0.06437294,0.7115008
24632,1318,5,community,True,0.07984876,0.074996196,0.004852563,0.53910744
24633,1318,5,community,False,,,,
24634,1318,5,community,True,0.041416883,0.024676733,0.01674015,0.5735383
24635,1318,4,,True,-0.08785367,-0.0049816724,-0.082871996,0.28502417
24636,1318,6,eating,True,0.004516501,-0.04143925,0.04595575,0.6581577
24637,1318,4,,True,0.016888127,0.009387994,0.0075001325,0.54677576
24638,1318,5,community,False,,,,
24639,1318,7,sightseeing,True,0.168731,0.10988192,0.05884908,0.6955016
24640,1318,3,nature,False,,,,
24641,1318,3,nature,True,0.10365027,0.10215991,0.001490362,0.52936924
24642,1318,3,nature,True,0.12754466,0.13175762,-0.0042129606,0.5128503
24643,1318,6,eating,True,0.019983295,0.011614416,0.00836888,0.549292
24644,1318,3,nature,True,0.212181,0.16377349,0.04840751,0.6652589
24645,1318,3,nature,True,0.29948533,0.18498689,0.11449844,0.8566831
24646,1318,4,,True,0.09203954,0.07715832,0.014881223,0.5681542
24647,1318,3,nature,True,0.18720803,0.15801458,0.029193446,0.60960776
24648,1318,3,nature,True,0.06015509,0.058357343,0.0017977469,0.53025955
24649,1318,3,nature,True,0.12419889,0.106228806,0.017970085,0.5771007
24650,1318,3,nature,True,0.09836517,0.098746404,-0.0003812313,0.5239484
24651,1318,3,nature,True,0.18560271,0.16013095,0.025471762,0.5988284
24652,1318,2,walking,True,0.09474285,0.055000864,0.039741985,0.6401603
24653,1318,2,walking,False,,,,
24654,1318,2,walking,False,,,,
24655,1318,1,community,False,,,,
24656,1318,7,sightseeing,False,,,,
24657,1318,0,eating,False,,,,
24658,1318,2,walking,True,0.1726728,0.12633675,0.04633604,0.65925914
24659,1318,2,walking,True,0.15598243,0.12039506,0.035587378,0.628127
24660,1318,2,walking,True,0.07217403,0.042631045,0.029542983,0.61062014
24661,1318,2,walking,False,,,,
24662,1318,4,,True,0.08082458,0.050659698,0.030164879,0.6124214
24663,1318,6,eating,True,0.10314907,0.0344005,0.06874857,0.72417426
24664,1318,4,,True,-0.02511527,-0.09059318,0.06547791,0.7147012
24665,1318,1,community,False,,,,
24666,1319,4,,True,0.043549433,0.12942725,-0.08587782,0.27631816
24667,1319,5,community,True,0.10572475,0.13539894,-0.029674187,0.439105
24668,1319,5,community,True,0.084149465,0.030099358,0.054050107,0.681602
24669,1319,5,community,True,0.1951693,0.0938041,0.1013652,0.8186443
24670,1319,5,community,True,0.11294225,0.06114709,0.05179516,0.6750708
24671,1319,5,community,True,0.059083883,0.034182664,0.024901219,0.59717584
24672,1319,5,community,True,0.04928022,0.047883607,0.0013966113,0.5290977
24673,1319,6,eating,True,0.109859824,0.054369055,0.05549077,0.6857747
24674,1319,5,community,True,0.098931134,0.051989667,0.046941467,0.66101265
24675,1319,5,community,True,0.042676248,0.012547791,0.030128457,0.6123159
24676,1319,1,community,True,0.13328895,0.108435124,0.024853826,0.59703857
24677,1319,4,,True,-0.05318474,-0.047887895,-0.005296845,0.50971097
24678,1319,1,community,True,0.13303855,0.11919533,0.013843223,0.56514776
24679,1319,6,eating,True,0.033364818,0.06803123,-0.03466641,0.4246456
24680,1319,1,community,True,0.024192786,0.047313116,-0.02312033,0.4580874
24681,1319,5,community,True,0.033923127,0.0015518665,0.03237126,0.6188119
24682,1319,1,community,True,0.17896363,0.12973413,0.049229503,0.66763973
24683,1319,3,nature,True,0.14560293,0.08284728,0.062755644,0.7068165
24684,1319,1,community,True,0.036953006,0.09274812,-0.055795114,0.36344898
24685,1319,6,eating,True,0.11294608,0.0283181,0.08462798,0.770167
24686,1319,1,community,True,0.011470907,-0.014111737,0.025582645,0.5991495
24687,1319,6,eating,True,0.033686712,0.027783515,0.0059031975,0.54215044
24688,1319,5,community,True,0.05380595,0.0805307,-0.026724752,0.44764766
24689,1319,1,community,True,0.11713421,0.050625846,0.06650837,0.7176858
24690,1319,4,,True,0.054077365,-0.021626502,0.07570387,0.7443194
24691,1319,5,community,True,0.106362484,0.091749445,0.01461304,0.5673774
24692,1319,5,community,True,0.13543944,0.105119206,0.030320235,0.61287135
24693,1319,5,community,True,0.13179691,0.07046601,0.0613309,0.7026899
24694,1319,1,community,True,0.14901935,0.13425753,0.01476182,0.56780833
24695,1319,4,,True,0.030394658,0.037768044,-0.007373385,0.50369644
24696,1319,4,,True,0.028845558,0.010129029,0.018716529,0.5792627
24697,1319,6,eating,True,0.058385864,0.059797563,-0.0014116988,0.5209637
24698,1319,1,community,True,0.30578738,0.20704734,0.09874004,0.8110408
24699,1319,6,eating,True,0.1576842,0.07882998,0.078854226,0.7534441
24700,1319,4,,True,0.18500784,0.1645005,0.020507336,0.5844495
24701,1319,6,eating,True,0.11471157,0.03741574,0.077295825,0.74893034
24702,1319,4,,True,0.0324333,-0.0041967747,0.036630075,0.631147
24703,1319,4,,True,0.080176584,0.023759486,0.0564171,0.6884577
24704,1319,1,community,True,0.08136535,0.08339889,-0.0020335466,0.51916265
24705,1319,4,,True,0.041912075,-0.0103507135,0.05226279,0.6764252
24706,1319,4,,True,0.12850991,0.056335054,0.072174855,0.734098
24707,1319,6,eating,True,0.059150726,-0.0042835055,0.06343423,0.70878196
24708,1319,4,,True,0.07508435,0.03012591,0.044958442,0.6552691
24709,1319,4,,True,0.12918855,0.091070324,0.03811823,0.6354573
24710,1319,4,,True,0.036444698,-0.0035624856,0.04000718,0.6409284
24711,1319,5,community,True,0.10922907,0.07423134,0.03499773,0.6264191
24712,1319,4,,True,0.103637636,0.03326951,0.070368126,0.728865
24713,1319,4,,True,0.043738842,0.0024652164,0.041273624,0.6445965
24714,1319,6,eating,True,0.041030243,-2.8003938e-05,0.041058246,0.6439727
24715,1319,4,,True,0.0788462,0.033462897,0.045383304,0.6564997
24716,1319,4,,True,0.14120984,0.08093193,0.06027791,0.69964004
24717,1319,6,eating,True,0.101794384,0.04296635,0.058828034,0.69544065
24718,1319,4,,True,0.05034014,-0.003341274,0.05368141,0.68053406
24719,1319,5,community,True,0.093075864,0.019068146,0.07400772,0.7394067
24720,1319,5,community,False,,,,
24721,1319,6,eating,True,0.085252665,0.0031600217,0.08209264,0.7628237
24722,1319,4,,True,0.013934301,0.020216754,-0.0062824525,0.50685626
24723,1320,0,eating,True,0.074315734,0.11381495,-0.039499216,0.410648
24724,1320,0,eating,True,0.10365499,0.016136836,0.087518156,0.77853805
24725,1320,1,community,True,0.03349462,-0.04916232,0.08265694,0.7644581
24726,1320,6,eating,True,0.1698702,0.13069585,0.039174348,0.6385162
24727,1320,2,walking,True,0.05829204,0.03492692,0.023365118,0.5927267
24728,1320,6,eating,True,0.14165878,0.059311192,0.08234759,0.7635621
24729,1320,5,community,True,0.19825333,0.1351641,0.06308924,0.7077827
24730,1320,0,eating,True,0.059428565,0.010179349,0.049249217,0.66769683
24731,1320,0,eating,True,0.0974381,0.048036333,0.049401764,0.6681386
24732,1320,0,eating,True,0.05616674,0.042321097,0.013845641,0.56515473
24733,1320,5,community,True,0.14712864,0.10409985,0.043028794,0.64968014
24734,1320,1,community,True,0.04048125,0.005821863,0.034659386,0.62543917
24735,1320,0,eating,True,0.09153322,0.07909612,0.012437098,0.5610751
24736,1320,5,community,True,0.07921109,0.08479907,-0.00558798,0.5088677
24737,1320,1,community,True,-0.0016375664,-0.081274636,0.07963707,0.7557115
24738,1320,5,community,True,0.12526578,0.1331014,-0.007835627,0.50235766
24739,1320,6,eating,True,0.060000204,0.018246766,0.041753437,0.6459862
24740,1320,6,eating,True,0.13998492,0.0985287,0.041456223,0.6451254
24741,1320,5,community,True,0.051634245,-0.013019785,0.06465403,0.7123149
24742,1320,3,nature,True,0.11044885,0.0642504,0.04619845,0.6588607
24743,1320,7,sightseeing,True,0.009006843,-0.0286498,0.037656642,0.63412035
24744,1320,4,,True,0.13668106,0.12973028,0.0069507807,0.5451847
24745,1320,4,,True,0.06025837,0.0051388964,0.055119473,0.68469924
24746,1320,0,eating,True,0.2217707,0.114289954,0.10748075,0.83635724
24747,1320,0,eating,True,0.042593975,0.00711596,0.035478014,0.62781024
24748,1320,0,eating,True,0.04319971,0.014684017,0.028515693,0.60764474
24749,1320,0,eating,True,0.008805032,-0.016862644,0.025667675,0.5993958
24750,1320,0,eating,True,0.07306971,0.022344565,0.05072514,0.6719716
24751,1320,0,eating,True,0.03837411,0.037991233,0.0003828779,0.5261615
24752,1320,0,eating,True,0.11062739,0.051666655,0.058960736,0.69582504
24753,1321,1,community,True,0.08050111,-0.0025706373,0.083071746,0.7656595
24754,1321,7,sightseeing,True,0.02509845,0.032372776,-0.007274326,0.5039834
24755,1321,2,walking,True,0.04057087,0.01268338,0.02788749,0.60582525
24756,1321,1,community,True,0.05057784,0.04502865,0.0055491924,0.5411251
24757,1321,5,community,True,0.0008503422,-0.031615794,0.032466136,0.61908674
24758,1323,6,eating,True,0.13755134,0.09287099,0.04468035,0.65446365
24759,1323,2,walking,True,0.1611623,0.10898522,0.05217708,0.67617697
24760,1323,6,eating,True,0.07654637,0.03814837,0.038398,0.6362676
24761,1323,7,sightseeing,True,0.08058696,0.06310665,0.017480314,0.57568216
24762,1323,5,community,True,0.14725025,0.09469853,0.052551717,0.67726207
24763,1323,6,eating,True,0.13799986,0.05456551,0.08343435,0.76670974
24764,1323,2,walking,True,0.07998745,0.056603093,0.023384359,0.5927825
24765,1323,7,sightseeing,True,0.18064368,0.19526102,-0.014617339,0.48271528
24766,1323,3,nature,True,0.1990241,0.10988778,0.08913632,0.78322476
24767,1323,2,walking,True,0.075783744,0.049552463,0.026231281,0.60102826
24768,1323,6,eating,True,0.06626922,0.058735568,0.007533651,0.54687285
24769,1323,2,walking,True,0.032324284,0.05278883,-0.020464547,0.4657796
24770,1323,2,walking,True,-0.03015598,-0.030135617,-2.0362437e-05,0.5249936
24771,1323,4,,True,0.07338291,0.06739194,0.005990967,0.54240465
24772,1323,7,sightseeing,True,0.1902376,0.15916957,0.031068027,0.61503726
24773,1323,5,community,True,0.056112092,0.04467582,0.011436272,0.55817634
24774,1323,0,eating,True,0.05156613,-0.021452608,0.07301874,0.7365422
24775,1323,4,,True,0.02023095,-0.020245703,0.040476654,0.64228815
24776,1323,4,,True,0.04910712,-0.00773009,0.05683721,0.68967444
24777,1323,4,,True,0.047797687,-0.0043745143,0.052172203,0.67616284
24778,1323,7,sightseeing,True,0.12176719,0.08838085,0.033386342,0.62175196
24779,1323,3,nature,True,0.10097533,0.0968758,0.0040995255,0.5369263
24780,1323,5,community,True,0.10567706,0.09014768,0.015529379,0.5700315
24781,1323,7,sightseeing,True,0.075092465,0.07648042,-0.0013879538,0.5210326
24782,1323,4,,True,0.06963418,0.022133406,0.04750077,0.66263264
24783,1323,7,sightseeing,True,0.06524998,0.017513573,0.047736406,0.6633151
24784,1323,7,sightseeing,True,0.16294852,0.18296373,-0.02001521,0.467081
24785,1323,2,walking,True,0.076544024,0.06556165,0.010982372,0.55686164
24786,1323,1,community,True,0.09805123,0.06088598,0.037165247,0.6326971
24787,1323,1,community,True,0.025958432,-0.003772501,0.029730933,0.6111645
24788,1324,0,eating,True,0.08532525,0.07298438,0.012340866,0.5607964
24789,1324,1,community,True,0.0032467474,0.006472933,-0.0032261857,0.5157083
24790,1324,7,sightseeing,True,0.08382555,0.05241026,0.03141529,0.61604303
24791,1324,4,,True,0.16001666,0.096841276,0.06317538,0.7080322
24792,1324,1,community,True,0.14759517,0.0782305,0.06936467,0.7259587
24793,1324,4,,True,0.023099616,0.01342471,0.009674906,0.5530747
24794,1324,1,community,True,0.07842985,0.08023695,-0.0018071011,0.51981854
24795,1324,6,eating,True,0.049511224,0.030258128,0.019253096,0.58081675
24796,1324,6,eating,True,0.12554795,0.05144381,0.07410413,0.73968595
24797,1324,6,eating,False,,,,
24798,1324,7,sightseeing,True,0.008651248,0.023184694,-0.014533446,0.48295826
24799,1325,2,walking,True,0.16415593,0.095942765,0.068213165,0.7226235
24800,1325,7,sightseeing,True,0.1980617,0.14509836,0.052963346,0.67845434
24801,1325,7,sightseeing,True,0.16515498,0.10998031,0.05517467,0.68485916
24802,1325,6,eating,True,0.036192004,-0.035854537,0.07204654,0.73372644
24803,1325,3,nature,True,0.14068729,0.09616106,0.044526227,0.6540172
24804,1325,6,eating,True,0.047943626,0.07338902,-0.025445398,0.45135313
24805,1325,5,community,False,,,,
24806,1325,1,community,True,0.06831484,-0.017431403,0.08574624,0.77340585
24807,1325,3,nature,True,-0.03964892,-0.051230866,0.011581946,0.5585982
24808,1325,3,nature,True,0.13182144,0.12223326,0.009588182,0.55282354
24809,1325,1,community,True,0.2513859,0.27976742,-0.028381526,0.44284904
24810,1325,7,sightseeing,True,0.38937187,0.26594535,0.12342653,0.88254213
24811,1325,7,sightseeing,True,0.12166675,0.0646262,0.05704055,0.6902634
24812,1325,7,sightseeing,True,0.24143654,0.2413466,8.994341e-05,0.5253131
24813,1325,2,walking,True,0.23731261,0.17379588,0.063516736,0.7090209
24814,1325,3,nature,True,0.18336599,0.14621608,0.037149906,0.63265264
24815,1325,2,walking,True,0.29473543,0.19360495,0.101130486,0.81796443
24816,1325,3,nature,True,-0.052766133,-0.03851617,-0.014249962,0.48377934
24817,1325,1,community,True,0.19561687,0.1538761,0.041740775,0.64594954
24818,1325,3,nature,True,0.097194456,0.12717044,-0.029975988,0.4382309
24819,1325,2,walking,True,0.19872165,0.08475607,0.11396558,0.8551397
24820,1325,6,eating,True,0.117216714,0.04283969,0.07437702,0.74047637
24821,1325,6,eating,True,-0.0031094416,-0.10334226,0.10023282,0.8153644
24822,1325,6,eating,True,-0.02387512,-0.01644842,-0.0074266996,0.50354207
24823,1325,1,community,True,0.2206405,0.15294369,0.06769681,0.721128
24824,1325,7,sightseeing,True,0.23949796,0.21840718,0.021090776,0.5861394
24825,1325,5,community,True,0.13256343,0.09434764,0.038215786,0.63573986
24826,1325,7,sightseeing,True,0.20635147,0.1791482,0.027203277,0.6038435
24827,1326,2,walking,True,0.025853701,0.0057088267,0.020144874,0.5833997
24828,1326,2,walking,True,0.055793807,0.039385196,0.016408611,0.5725781
24829,1326,2,walking,False,,,,
24830,1326,2,walking,True,0.12739685,0.11177299,0.01562386,0.57030517
24831,1326,2,walking,False,,,,
24832,1326,5,community,True,0.040954918,0.019759135,0.021195782,0.58644354
24833,1326,7,sightseeing,True,0.0383792,-0.006445824,0.044825025,0.65488267
24834,1326,2,walking,True,0.049910393,0.016289083,0.03362131,0.62243253
24835,1326,0,eating,True,0.025478326,-0.0053091273,0.030787453,0.6142246
24836,1326,5,community,True,0.058784574,0.023230188,0.035554387,0.62803143
24837,1326,7,sightseeing,True,0.24025097,0.16760024,0.07265073,0.7354764
24838,1326,7,sightseeing,True,0.11934811,0.08699072,0.032357387,0.61877173
24839,1326,2,walking,True,0.22170264,0.17524505,0.04645759,0.6596112
24840,1326,2,walking,True,0.10159649,0.10995892,-0.008362427,0.50083184
24841,1326,2,walking,True,0.1406165,0.08925817,0.051358335,0.67380565
24842,1326,5,community,True,0.14573655,0.12558037,0.020156175,0.58343244
