puci_col,feature,jaccard_mean,jaccard_ci95_lo,jaccard_ci95_hi,dice_mean,overlap_mean,centroid_disp_norm,pattern_pearson,pattern_spearman,vote_entropy_bits
pUCI_2_eco_livable,CD_1-L_leisure_density,0.5772232577135077,0.5570617824708294,0.705224325634629,0.723103656338518,0.7257582220783505,0.07682443330257809,0.6618680384262874,0.6618680384262877,1.8763851506899005
pUCI_3_community_cohension,SP_6-E_greenery_rate,0.3330523478616432,0.3175632757096343,0.5383567300937444,0.4823434847318422,0.48516603626666205,0.10989837866731027,0.3719621902786792,0.37196219027867905,2.4421230600635613
pUCI_3_community_cohension,SP_1-D_imageability,0.40061727323596064,0.39659620013403996,0.5521723109130031,0.5584458185897774,0.5611930310338653,0.0948838266069531,0.46381135345818336,0.46381135345818303,2.254323149547317
pUCI_3_community_cohension,SP_7-E_shading_area,0.6163241579634644,0.5807637536213311,0.7451513532348015,0.7549766575765895,0.7593302269905412,0.07204116725392258,0.7021748897647189,0.702174889764719,1.8632491517731489
pUCI_3_community_cohension,SP_3-D_human_scale,0.3197780355346469,0.3231177963858088,0.498217387204756,0.46937374529791015,0.47208058953819804,0.10834671906037553,0.35663170123438687,0.35663170123438687,2.3792803351813405
pUCI_3_community_cohension,FC_3-R_life_rating,0.42335449606369757,0.3999216178560894,0.5951372594323558,0.5813731702926977,0.5847440302063664,0.0735103281338899,0.48956855293459595,0.4895685529345961,2.303794557469765
pUCI_3_community_cohension,FC_3-D_life_density,0.6273021537029899,0.6200900733499812,0.7413916886916021,0.7660648434135789,0.7692298204105064,0.035853276877545096,0.7145957359120353,0.7145957359120355,1.8301303508932252
pUCI_3_community_cohension,AC_1-T_subway_accessibility,0.690551751200298,0.6748690321603292,0.7959083123217165,0.8125640561472758,0.8160396015914909,0.051387043828433364,0.7724275827507096,0.772427582750709,1.6852458347710018
pUCI_3_community_cohension,AC_3-T_bus_accessibility,0.6062202290203579,0.5842771979184486,0.7275030440983622,0.7492116386726093,0.7546206305202064,0.04124544316577493,0.6959070641620547,0.6959070641620547,1.8884336202927936
pUCI_3_community_cohension,CD_1-L_leisure_density,0.659477171224403,0.6507778538358835,0.7617769844939452,0.7911458721546049,0.794572679953064,0.04076089203567873,0.7461638803588291,0.746163880358829,1.7285109336222697
pUCI_4_active_walkability,SP_6-E_greenery_rate,0.3662020430374171,0.3480974996813161,0.5580334334835588,0.5151429794410954,0.5169184980140412,0.11181645702953136,0.4099249040240021,0.4099249040240023,2.361808674690621
pUCI_4_active_walkability,SP_1-D_imageability,0.5591689605388742,0.5171469515347413,0.7300245269154672,0.7036328469317508,0.7078331328671181,0.06180777312468441,0.6392899164481057,0.6392899164481058,1.9314662264379812
pUCI_4_active_walkability,SP_7-E_shading_area,0.5411711152207058,0.5332308025414443,0.6605634084027581,0.694132662641911,0.697220623166069,0.10606204287671119,0.6278725175162448,0.6278725175162445,1.9458981384622043
pUCI_4_active_walkability,SP_3-D_human_scale,0.3989732843233297,0.3802880348796351,0.5930851902699593,0.5497327993812703,0.5528305792846071,0.1370494835568395,0.4518407178315992,0.45184071783159935,2.185600553232484
pUCI_4_active_walkability,FC_3-R_life_rating,0.4526722309870175,0.44262414581669435,0.6070088530095523,0.6098354267100494,0.6138276970659835,0.08915048877742857,0.5234765190859826,0.5234765190859827,2.056673172857734
pUCI_4_active_walkability,FC_3-D_life_density,0.4021968622032196,0.4007328301626968,0.5644010000582038,0.5591211044185417,0.5614220057214712,0.09368611212377105,0.4615890744715426,0.4615890744715429,2.2824355671133185
pUCI_4_active_walkability,AC_1-T_subway_accessibility,0.587204510198922,0.5457132659174659,0.7338011003908351,0.7273928035892244,0.7300238582855041,0.05318558664878052,0.6688773690005142,0.6688773690005143,1.8915136317756551
pUCI_4_active_walkability,AC_3-T_bus_accessibility,0.541214872271896,0.5259978805663896,0.684469543642122,0.6917770175868547,0.6984179063183426,0.06215514768689462,0.6260275670339392,0.6260275670339394,1.9759291042905727
pUCI_4_active_walkability,CD_1-L_leisure_density,0.6874113517220228,0.6749723860102507,0.780436720217791,0.8123328277659806,0.815353905846779,0.03914315727299051,0.7714668797027171,0.7714668797027179,1.7257003776365134
pUCI_5_tourism_strategy,SP_6-E_greenery_rate,0.3328574954545717,0.3355183734979332,0.5036260416328555,0.48114745591838387,0.4835425489335367,0.1201228810164383,0.3691784082776608,0.3691784082776608,2.2653596650066663
pUCI_5_tourism_strategy,SP_1-D_imageability,0.40540557697591495,0.3966879048946893,0.5740435823116341,0.5642941389751328,0.5669520490051715,0.07650838281649563,0.4692796357590882,0.4692796357590885,2.309597821807179
pUCI_5_tourism_strategy,SP_7-E_shading_area,0.5521571163808623,0.541353238559605,0.7068139641750782,0.6986981483183499,0.7019038611145859,0.11263880609510034,0.6335492929226817,0.6335492929226816,1.8666484651206392
pUCI_5_tourism_strategy,SP_3-D_human_scale,0.3856121737194623,0.37652909774957083,0.5652542523522079,0.5359546959410542,0.5385602375779031,0.13261077094167953,0.4358963838543869,0.4358963838543869,2.1824203900519246
pUCI_5_tourism_strategy,FC_3-R_life_rating,0.5482082131943763,0.5271982300043758,0.6965196948612837,0.6997290560913778,0.7028670414168493,0.08140763329150341,0.6331127476754536,0.6331127476754538,2.0037180017348133
pUCI_5_tourism_strategy,FC_3-D_life_density,0.44074173320256743,0.4319875596863646,0.5952567395315876,0.6022795538206446,0.6044897561500616,0.08693848611296119,0.5146421405194145,0.5146421405194148,2.2410136306256403
pUCI_5_tourism_strategy,AC_1-T_subway_accessibility,0.5319145406597794,0.5115034786537336,0.677325330901441,0.6843253992320028,0.6863855859072345,0.07985723481911133,0.616106107889402,0.6161061078894018,1.9957195308245825
pUCI_5_tourism_strategy,AC_3-T_bus_accessibility,0.5364351847086859,0.5248954173179952,0.6636465165080314,0.6879316853393566,0.6930940601579182,0.08443811970860018,0.6213592540686419,0.6213592540686417,1.9892337000590214
pUCI_5_tourism_strategy,CD_1-L_leisure_density,0.678271251426864,0.6376341226906292,0.8042107402148104,0.8001886138522142,0.8029782897266208,0.053841421580340235,0.7563905990942608,0.7563905990942613,1.766679124284617
