step,energy,activation_count,temperature
0,-2440.584111875641,419,3.0
1,-2154.8496910398762,374,2.955
2,-2518.9149909336516,384,2.910675
3,-2498.2062220062116,375,2.8670148749999997
4,-2504.224119494861,378,2.8240096518749995
5,-2623.0982446037706,380,2.7816495070968745
6,-2694.6102263657417,387,2.7399247644904214
7,-2645.448168306949,382,2.698825893023065
8,-2577.854428152461,373,2.658343504627719
9,-2617.180780641069,378,2.6184683520583034
10,-2518.2790472546835,369,2.579191326777429
11,-2558.5412002095486,373,2.5405034568757676
12,-2713.7007358605065,385,2.502395905022631
13,-2706.9849594325024,379,2.4648599664472917
14,-2962.52389631803,390,2.427887066950582
15,-2883.18786308734,383,2.3914687609463234
16,-2695.660122623149,374,2.3555967295321287
17,-2813.146092029938,377,2.320262778589147
18,-3006.4199003581307,383,2.2854588369103097
19,-2852.696276030989,369,2.251176954356655
20,-2788.4885513467543,369,2.217409300041305
21,-2963.2854721352373,373,2.1841481605406856
22,-3012.5408381236302,376,2.1513859381325755
23,-3010.69983722671,367,2.119115149060587
24,-3015.763877358255,368,2.087328421824678
25,-2962.6496939528492,363,2.056018495497308
26,-3050.2077545639704,368,2.0251782180648483
27,-3108.023000254831,369,1.9948005447938755
28,-3216.1658438317045,378,1.9648785366219672
29,-3156.6093718198435,372,1.9354053585726376
30,-3277.481332668922,372,1.906374278194048
31,-3156.9641251054254,358,1.8777786640211374
32,-3409.0938887094258,387,1.8496119840608203
33,-3183.7931098959552,367,1.821867804299908
34,-3279.6709556550554,373,1.7945397872354092
35,-3256.58619024851,364,1.767621690426878
36,-3390.732665726153,375,1.7411073650704747
37,-3320.3782002080648,365,1.7149907545944176
38,-3372.9327410937185,368,1.6892658932755014
39,-3354.801682269474,364,1.6639269048763687
40,-3514.923212878273,373,1.6389680013032233
41,-3601.01279583787,377,1.6143834812836748
42,-3438.3464780810996,368,1.5901677290644196
43,-3486.6132968309425,364,1.5663152131284532
44,-3498.8440720713143,369,1.5428204849315263
45,-3534.619685682005,364,1.5196781776575534
46,-3601.712967087246,367,1.49688300499269
47,-3856.752044163934,385,1.4744297599177996
48,-3660.362299648242,369,1.4523133135190325
49,-3657.4079786515927,367,1.430528613816247
50,-3746.506696914593,375,1.4090706846090033
51,-3852.979732530336,379,1.3879346243398683
52,-3652.9371592695043,368,1.3671156049747701
53,-3757.0013714849347,377,1.3466088709001485
54,-3664.363106026442,369,1.3264097378366462
55,-3680.0809645378804,371,1.3065135917690964
56,-3585.328695593015,363,1.28691588789256
57,-3617.445702315669,364,1.2676121495741715
58,-3760.0741262352058,372,1.248597967330559
59,-3731.1106815243757,371,1.2298689978206006
60,-3803.9764415688173,373,1.2114209628532915
61,-3680.967579179899,364,1.1932496484104922
62,-3886.013111267042,376,1.1753509036843348
63,-3855.0025222975733,371,1.1577206401290698
64,-3834.9710694035025,371,1.1403548305271338
65,-3788.7849831046647,369,1.1232495080692269
66,-3826.1007616613533,371,1.1064007654481884
67,-3839.8969675512644,372,1.0898047539664657
68,-3807.16527209728,367,1.0734576826569686
69,-3734.3074859745257,362,1.057355817417114
70,-3739.773302455074,363,1.0414954801558574
71,-3763.090417060739,364,1.0258730479535194
72,-3827.981447479098,370,1.0104849522342165
73,-3855.5911135821743,372,0.9953276779507033
74,-3905.654664151074,375,0.9803977627814427
75,-3841.8019747669305,371,0.9656917963397211
76,-3942.455281360174,376,0.9512064193946252
77,-3912.6069670977918,374,0.9369383231037058
78,-3923.6016363456993,375,0.9228842482571502
79,-3995.043421895375,379,0.909040984533293
80,-3904.8592425403117,373,0.8954053697652935
81,-3954.4882332548113,376,0.881974289218814
82,-3909.649945072139,373,0.8687446748805319
83,-4003.1991555108225,379,0.8557135047573239
84,-4062.1043597724847,382,0.842877802185964
85,-3993.513381952397,378,0.8302346351531745
86,-4043.28343169857,381,0.8177811156258769
87,-4057.5456830005314,382,0.8055143988914887
88,-3922.8963892841803,374,0.7934316829081164
89,-3910.9747839003676,374,0.7815302076644947
90,-3925.6257449038912,374,0.7698072545495273
91,-3924.855514764259,374,0.7582601457312843
92,-3967.726714051384,377,0.7468862435453151
93,-3985.302386743486,378,0.7356829498921353
94,-4000.0741954467676,379,0.7246477056437532
95,-4097.907070421587,384,0.7137779900590969
96,-4013.9222254018223,379,0.7030713202082105
97,-4044.15460241618,381,0.6925252504050874
98,-3967.7918910825147,377,0.6821373716490111
99,-3955.102251103032,376,0.671905311074276
100,-4012.8239725969697,379,0.6618267314081618
101,-4038.583685236931,380,0.6518993304370394
102,-4029.842129109893,380,0.6421208404804838
103,-3964.030610720573,376,0.6324890278732765
104,-3995.8669086351474,378,0.6230016924551773
105,-4070.7250405323557,382,0.6136566670683496
106,-3983.9940387103634,377,0.6044518170623244
107,-3968.6950782313997,376,0.5953850398063896
108,-3951.363474118122,375,0.5864542642092937
109,-3944.877391614018,375,0.5776574502461543
110,-3948.315509583671,375,0.568992588492462
111,-3894.8893486990505,372,0.5604576996650751
112,-3898.4234772542086,372,0.5520508341700989
113,-3975.9126641929906,377,0.5437700716575474
114,-3927.582746817039,374,0.5356135205826842
115,-3945.0146687791585,375,0.527579317773944
116,-3929.0473670224537,374,0.5196656280073348
117,-3832.2330207916434,367,0.5118706435872248
118,-3916.2098042210823,373,0.5041925839334164
119,-3918.997564012468,373,0.49662969517441513
120,-3901.5726195775997,372,0.4891802497467989
121,-3875.856443052506,370,0.4818425460005969
122,-3906.5114422690776,372,0.47461490781058796
123,-3907.4780661279383,372,0.46749568419342913
124,-3920.8871216975017,373,0.46048324893052767
125,-4003.456454441215,378,0.45357600019656974
